,round_1,round_2,round_3
variant_20066,11.0,10.0,5.0
variant_20067,1.0,0.0,0.0
variant_20068,4.0,0.0,0.0
variant_20069,3.0,0.0,0.0
variant_20070,4.0,26.0,2.0
variant_20071,6.0,0.0,0.0
variant_20072,6.0,4.0,0.0
variant_20073,1.0,0.0,0.0
variant_20074,1.0,0.0,0.0
variant_20075,1.0,0.0,0.0
variant_20076,1.0,0.0,0.0
variant_20077,6.0,0.0,0.0
variant_20078,1.0,0.0,0.0
variant_20079,1.0,0.0,0.0
variant_20080,1.0,0.0,0.0
variant_20081,3.0,0.0,0.0
variant_20082,7.0,3.0,0.0
variant_20083,8.0,0.0,0.0
variant_20084,1.0,0.0,0.0
variant_20085,8.0,0.0,0.0
variant_20086,8.0,0.0,0.0
variant_20087,5.0,8.0,3.0
variant_20088,6.0,3.0,1.0
variant_20089,3.0,0.0,0.0
variant_20090,7.0,0.0,0.0
variant_20091,3.0,2.0,0.0
variant_20092,4.0,0.0,0.0
variant_20093,1.0,0.0,0.0
variant_20094,4.0,3.0,2.0
variant_20095,7.0,4.0,0.0
variant_20096,1.0,0.0,0.0
variant_20097,2.0,0.0,0.0
variant_20098,5.0,2.0,1.0
variant_20099,1.0,0.0,0.0
variant_20100,5.0,6.0,9.0
variant_20101,2.0,0.0,0.0
variant_20102,4.0,0.0,0.0
variant_20103,5.0,7.0,6.0
variant_20104,6.0,8.0,1.0
variant_20105,2.0,0.0,0.0
variant_20106,1.0,0.0,0.0
variant_20107,5.0,2.0,0.0
variant_20108,6.0,39.0,21.0
variant_20109,22.0,16.0,1.0
variant_20110,4.0,8.0,1.0
variant_20111,7.0,0.0,0.0
variant_20112,23.0,48.0,17.0
variant_20113,10.0,5.0,2.0
variant_20114,12.0,0.0,0.0
variant_20115,1.0,5.0,0.0
variant_20116,1.0,0.0,0.0
variant_20117,7.0,6.0,0.0
variant_20118,1.0,0.0,0.0
variant_20119,1.0,0.0,0.0
variant_20120,1.0,0.0,0.0
variant_20121,10.0,0.0,0.0
variant_20122,5.0,0.0,0.0
variant_20123,4.0,7.0,0.0
variant_20124,1.0,0.0,0.0
variant_20125,6.0,27.0,2.0
variant_20126,3.0,0.0,0.0
variant_20127,7.0,8.0,0.0
variant_20128,7.0,2.0,0.0
variant_20129,28.0,5.0,3.0
variant_20130,6.0,2.0,0.0
variant_20131,1.0,0.0,0.0
variant_20132,4.0,0.0,0.0
variant_20133,3.0,0.0,0.0
variant_20134,6.0,14.0,0.0
variant_20135,14.0,29.0,5.0
variant_20136,1.0,0.0,0.0
variant_20137,1.0,0.0,0.0
variant_20138,7.0,31.0,15.0
variant_20139,4.0,17.0,0.0
variant_20140,7.0,3.0,4.0
variant_20141,1.0,0.0,0.0
variant_20142,7.0,6.0,4.0
variant_20143,1.0,0.0,0.0
variant_20144,4.0,0.0,0.0
variant_20145,2.0,0.0,0.0
variant_20146,1.0,1.0,0.0
variant_20147,1.0,0.0,0.0
variant_20148,40.0,18.0,0.0
variant_20149,1.0,0.0,0.0
variant_20150,1.0,1.0,0.0
variant_20151,1.0,0.0,0.0
variant_20152,2.0,0.0,0.0
variant_20153,5.0,0.0,0.0
variant_20154,37.0,18.0,0.0
variant_20155,1.0,4.0,0.0
variant_20156,4.0,0.0,0.0
variant_20157,16.0,16.0,2.0
variant_20158,1.0,0.0,0.0
variant_20159,1.0,1.0,1.0
variant_20160,10.0,5.0,0.0
variant_20161,5.0,1.0,2.0
variant_20162,2.0,1.0,0.0
variant_20163,5.0,0.0,0.0
variant_20164,15.0,0.0,0.0
variant_20165,5.0,2.0,0.0
variant_20166,2.0,1.0,0.0
variant_20167,1.0,0.0,0.0
variant_20168,4.0,1.0,0.0
variant_20169,2.0,4.0,0.0
variant_20170,1.0,0.0,0.0
variant_20171,26.0,27.0,11.0
variant_20172,10.0,0.0,0.0
variant_20173,1.0,0.0,0.0
variant_20174,1.0,0.0,0.0
variant_20175,4.0,0.0,0.0
variant_20176,1.0,0.0,0.0
variant_20177,11.0,12.0,4.0
variant_20178,2.0,4.0,1.0
variant_20179,3.0,0.0,0.0
variant_20180,12.0,5.0,5.0
variant_20181,8.0,9.0,3.0
variant_20182,8.0,0.0,0.0
variant_20183,3.0,0.0,0.0
variant_20184,3.0,4.0,0.0
variant_20185,8.0,5.0,1.0
variant_20186,3.0,2.0,0.0
variant_20187,1.0,0.0,0.0
variant_20188,4.0,0.0,0.0
variant_20189,1.0,0.0,0.0
variant_20190,1.0,1.0,0.0
variant_20191,1.0,0.0,0.0
variant_20192,1.0,0.0,0.0
variant_20193,4.0,6.0,2.0
variant_20194,5.0,6.0,0.0
variant_20195,7.0,1.0,1.0
variant_20196,12.0,25.0,7.0
variant_20197,1.0,0.0,0.0
variant_20198,1.0,0.0,0.0
variant_20199,1.0,1.0,0.0
variant_20200,16.0,5.0,0.0
variant_20201,9.0,12.0,0.0
variant_20202,20.0,10.0,0.0
variant_20203,1.0,0.0,0.0
variant_20204,1.0,0.0,0.0
variant_20205,2.0,0.0,0.0
variant_20206,5.0,2.0,3.0
variant_20207,3.0,2.0,1.0
variant_20208,3.0,2.0,0.0
variant_20209,4.0,0.0,0.0
variant_20210,14.0,22.0,2.0
variant_20211,1.0,0.0,0.0
variant_20212,2.0,2.0,0.0
variant_20213,1.0,0.0,0.0
variant_20214,5.0,0.0,0.0
variant_20215,2.0,1.0,0.0
variant_20216,4.0,6.0,0.0
variant_20217,28.0,38.0,6.0
variant_20218,4.0,1.0,4.0
variant_20219,10.0,5.0,1.0
variant_20220,7.0,2.0,0.0
variant_20221,4.0,1.0,0.0
variant_20222,1.0,0.0,0.0
variant_20223,1.0,0.0,0.0
variant_20224,12.0,2.0,0.0
variant_20225,5.0,1.0,0.0
variant_20226,3.0,0.0,0.0
variant_20227,11.0,15.0,0.0
variant_20228,2.0,0.0,0.0
variant_20229,38.0,15.0,0.0
variant_20230,5.0,0.0,0.0
variant_20231,8.0,0.0,0.0
variant_20232,1.0,0.0,0.0
variant_20233,1.0,0.0,0.0
variant_20234,7.0,6.0,0.0
variant_20235,5.0,2.0,0.0
variant_20236,14.0,2.0,0.0
variant_20237,1.0,0.0,1.0
variant_20238,1.0,0.0,0.0
variant_20239,12.0,8.0,0.0
variant_20240,1.0,0.0,0.0
variant_20241,1.0,0.0,0.0
variant_20242,1.0,0.0,0.0
variant_20243,3.0,0.0,0.0
variant_20244,1.0,0.0,0.0
variant_20245,7.0,1.0,0.0
variant_20246,4.0,5.0,0.0
variant_20247,1.0,0.0,0.0
variant_20248,3.0,0.0,0.0
variant_20249,2.0,0.0,0.0
variant_20250,1.0,0.0,0.0
variant_20251,1.0,0.0,0.0
variant_20252,2.0,0.0,0.0
variant_20253,2.0,7.0,0.0
variant_20254,10.0,6.0,0.0
variant_20255,2.0,1.0,0.0
variant_20256,8.0,1.0,0.0
variant_20257,4.0,1.0,0.0
variant_20258,1.0,1.0,0.0
variant_20259,3.0,4.0,1.0
variant_20260,1.0,7.0,3.0
variant_20261,16.0,0.0,0.0
variant_20262,4.0,0.0,0.0
variant_20263,2.0,18.0,2.0
variant_20264,4.0,0.0,1.0
variant_20265,15.0,36.0,5.0
variant_20266,6.0,45.0,9.0
variant_20267,6.0,7.0,1.0
variant_20268,5.0,4.0,2.0
variant_20269,1.0,0.0,0.0
variant_20270,1.0,0.0,0.0
variant_20271,1.0,0.0,0.0
variant_20272,6.0,12.0,6.0
variant_20273,6.0,8.0,0.0
variant_20274,9.0,36.0,9.0
variant_20275,2.0,1.0,0.0
variant_20276,4.0,1.0,0.0
variant_20277,15.0,21.0,3.0
variant_20278,2.0,7.0,3.0
variant_20279,6.0,0.0,0.0
variant_20280,4.0,1.0,0.0
variant_20281,2.0,0.0,0.0
variant_20282,14.0,7.0,0.0
variant_20283,4.0,11.0,0.0
variant_20284,8.0,15.0,2.0
variant_20285,4.0,0.0,0.0
variant_20286,1.0,0.0,0.0
variant_20287,13.0,22.0,10.0
variant_20288,2.0,0.0,0.0
variant_20289,6.0,0.0,0.0
variant_20290,7.0,0.0,0.0
variant_20291,3.0,0.0,0.0
variant_20292,3.0,1.0,1.0
variant_20293,2.0,0.0,0.0
variant_20294,7.0,10.0,0.0
variant_20295,4.0,1.0,0.0
variant_20296,2.0,0.0,0.0
variant_20297,9.0,0.0,0.0
variant_20298,7.0,0.0,0.0
variant_20299,10.0,1.0,0.0
variant_20300,5.0,0.0,0.0
variant_20301,8.0,17.0,5.0
variant_20302,8.0,0.0,0.0
variant_20303,1.0,0.0,0.0
variant_20304,1.0,0.0,0.0
variant_20305,1.0,0.0,0.0
variant_20306,1.0,0.0,0.0
variant_20307,1.0,0.0,0.0
variant_20308,1.0,1.0,0.0
variant_20309,6.0,0.0,0.0
variant_20310,3.0,0.0,0.0
variant_20311,1.0,0.0,0.0
variant_20312,2.0,0.0,0.0
variant_20313,5.0,17.0,0.0
variant_20314,2.0,3.0,0.0
variant_20315,2.0,0.0,0.0
variant_20316,4.0,2.0,0.0
variant_20317,10.0,33.0,9.0
variant_20318,1.0,0.0,0.0
variant_20319,3.0,7.0,1.0
variant_20320,1.0,0.0,0.0
variant_20321,4.0,0.0,0.0
variant_20322,1.0,9.0,3.0
variant_20323,6.0,6.0,4.0
variant_20324,2.0,4.0,1.0
variant_20325,2.0,14.0,0.0
variant_20326,8.0,21.0,13.0
variant_20327,5.0,0.0,0.0
variant_20328,1.0,0.0,0.0
variant_20329,8.0,5.0,0.0
variant_20330,16.0,20.0,6.0
variant_20331,1.0,0.0,0.0
variant_20332,8.0,2.0,0.0
variant_20333,14.0,0.0,0.0
variant_20334,2.0,15.0,3.0
variant_20335,13.0,9.0,0.0
variant_20336,11.0,2.0,0.0
variant_20337,1.0,0.0,0.0
variant_20338,8.0,5.0,0.0
variant_20339,14.0,2.0,0.0
variant_20340,1.0,1.0,0.0
variant_20341,2.0,0.0,1.0
variant_20342,1.0,0.0,0.0
variant_20343,1.0,0.0,0.0
variant_20344,1.0,0.0,0.0
variant_20345,2.0,6.0,0.0
variant_20346,2.0,0.0,0.0
variant_20347,1.0,0.0,0.0
variant_20348,1.0,0.0,0.0
variant_20349,1.0,0.0,0.0
variant_20350,1.0,0.0,1.0
variant_20351,3.0,0.0,0.0
variant_20352,7.0,21.0,6.0
variant_20353,5.0,5.0,1.0
variant_20354,4.0,0.0,0.0
variant_20355,1.0,0.0,0.0
variant_20356,4.0,0.0,0.0
variant_20357,7.0,4.0,0.0
variant_20358,2.0,0.0,0.0
variant_20359,4.0,3.0,3.0
variant_20360,6.0,0.0,0.0
variant_20361,5.0,10.0,3.0
variant_20362,4.0,0.0,0.0
variant_20363,4.0,20.0,2.0
variant_20364,5.0,0.0,0.0
variant_20365,14.0,13.0,1.0
variant_20366,1.0,0.0,0.0
variant_20367,3.0,1.0,0.0
variant_20368,1.0,0.0,0.0
variant_20369,2.0,0.0,0.0
variant_20370,11.0,13.0,5.0
variant_20371,18.0,20.0,1.0
variant_20372,7.0,0.0,0.0
variant_20373,8.0,22.0,2.0
variant_20374,1.0,0.0,0.0
variant_20375,1.0,0.0,0.0
variant_20376,1.0,0.0,0.0
variant_20377,4.0,11.0,11.0
variant_20378,1.0,0.0,0.0
variant_20379,4.0,6.0,0.0
variant_20380,7.0,7.0,0.0
variant_20381,1.0,0.0,0.0
variant_20382,1.0,0.0,0.0
variant_20383,1.0,0.0,0.0
variant_20384,5.0,0.0,0.0
variant_20385,10.0,10.0,2.0
variant_20386,16.0,14.0,2.0
variant_20387,1.0,0.0,0.0
variant_20388,9.0,6.0,0.0
variant_20389,1.0,0.0,0.0
variant_20390,2.0,9.0,0.0
variant_20391,1.0,0.0,0.0
variant_20392,7.0,2.0,0.0
variant_20393,13.0,0.0,0.0
variant_20394,1.0,0.0,0.0
variant_20395,8.0,10.0,0.0
variant_20396,4.0,0.0,0.0
variant_20397,6.0,2.0,0.0
variant_20398,5.0,11.0,1.0
variant_20399,9.0,11.0,5.0
variant_20400,4.0,7.0,2.0
variant_20401,21.0,11.0,0.0
variant_20402,4.0,5.0,0.0
variant_20403,1.0,0.0,0.0
variant_20404,19.0,6.0,0.0
variant_20405,8.0,3.0,0.0
variant_20406,12.0,18.0,0.0
variant_20407,2.0,14.0,0.0
variant_20408,8.0,0.0,0.0
variant_20409,6.0,0.0,0.0
variant_20410,4.0,1.0,0.0
variant_20411,3.0,6.0,2.0
variant_20412,1.0,0.0,0.0
variant_20413,6.0,0.0,0.0
variant_20414,1.0,0.0,0.0
variant_20415,1.0,0.0,0.0
variant_20416,22.0,16.0,2.0
variant_20417,4.0,3.0,0.0
variant_20418,6.0,4.0,0.0
variant_20419,1.0,0.0,0.0
variant_20420,16.0,23.0,3.0
variant_20421,2.0,0.0,0.0
variant_20422,1.0,0.0,0.0
variant_20423,1.0,0.0,0.0
variant_20424,2.0,2.0,0.0
variant_20425,1.0,0.0,0.0
variant_20426,14.0,0.0,0.0
variant_20427,5.0,0.0,0.0
variant_20428,1.0,1.0,0.0
variant_20429,5.0,6.0,1.0
variant_20430,4.0,0.0,0.0
variant_20431,1.0,0.0,0.0
variant_20432,1.0,0.0,0.0
variant_20433,7.0,53.0,42.0
variant_20434,5.0,0.0,0.0
variant_20435,6.0,0.0,0.0
variant_20436,1.0,0.0,0.0
variant_20437,4.0,2.0,0.0
variant_20438,6.0,0.0,0.0
variant_20439,3.0,0.0,0.0
variant_20440,10.0,0.0,0.0
variant_20441,1.0,0.0,0.0
variant_20442,5.0,20.0,6.0
variant_20443,7.0,0.0,0.0
variant_20444,1.0,0.0,0.0
variant_20445,1.0,0.0,0.0
variant_20446,3.0,3.0,0.0
variant_20447,5.0,8.0,6.0
variant_20448,8.0,0.0,0.0
variant_20449,4.0,1.0,0.0
variant_20450,3.0,1.0,0.0
variant_20451,7.0,6.0,4.0
variant_20452,3.0,9.0,2.0
variant_20453,9.0,3.0,0.0
variant_20454,1.0,0.0,0.0
variant_20455,6.0,13.0,4.0
variant_20456,3.0,13.0,3.0
variant_20457,18.0,11.0,0.0
variant_20458,18.0,6.0,0.0
variant_20459,1.0,0.0,0.0
variant_20460,7.0,10.0,2.0
variant_20461,1.0,0.0,0.0
variant_20462,1.0,0.0,0.0
variant_20463,2.0,0.0,0.0
variant_20464,1.0,0.0,1.0
variant_20465,5.0,9.0,2.0
variant_20466,4.0,0.0,0.0
variant_20467,8.0,0.0,0.0
variant_20468,1.0,0.0,0.0
variant_20469,1.0,2.0,0.0
variant_20470,2.0,0.0,0.0
variant_20471,1.0,0.0,0.0
variant_20472,7.0,7.0,1.0
variant_20473,4.0,0.0,0.0
variant_20474,8.0,0.0,0.0
variant_20475,10.0,4.0,0.0
variant_20476,3.0,0.0,0.0
variant_20477,10.0,2.0,0.0
variant_20478,17.0,8.0,0.0
variant_20479,3.0,0.0,0.0
variant_20480,2.0,1.0,0.0
variant_20481,22.0,4.0,0.0
variant_20482,1.0,0.0,0.0
variant_20483,12.0,8.0,0.0
variant_20484,7.0,3.0,0.0
variant_20485,4.0,3.0,0.0
variant_20486,8.0,0.0,0.0
variant_20487,3.0,2.0,0.0
variant_20488,6.0,0.0,0.0
variant_20489,2.0,20.0,5.0
variant_20490,4.0,1.0,0.0
variant_20491,4.0,0.0,0.0
variant_20492,1.0,0.0,0.0
variant_20493,1.0,0.0,0.0
variant_20494,14.0,0.0,0.0
variant_20495,8.0,11.0,2.0
variant_20496,3.0,5.0,1.0
variant_20497,2.0,0.0,0.0
variant_20498,1.0,0.0,0.0
variant_20499,9.0,0.0,0.0
variant_20500,1.0,0.0,0.0
variant_20501,10.0,0.0,0.0
variant_20502,1.0,1.0,2.0
variant_20503,2.0,8.0,0.0
variant_20504,2.0,0.0,0.0
variant_20505,9.0,0.0,0.0
variant_20506,6.0,9.0,4.0
variant_20507,1.0,0.0,0.0
variant_20508,1.0,0.0,0.0
variant_20509,4.0,2.0,0.0
variant_20510,14.0,1.0,0.0
variant_20511,3.0,0.0,0.0
variant_20512,2.0,2.0,0.0
variant_20513,8.0,0.0,0.0
variant_20514,1.0,0.0,0.0
variant_20515,5.0,0.0,0.0
variant_20516,5.0,0.0,0.0
variant_20517,1.0,0.0,0.0
variant_20518,5.0,1.0,1.0
variant_20519,14.0,0.0,0.0
variant_20520,1.0,3.0,1.0
variant_20521,1.0,0.0,0.0
variant_20522,1.0,0.0,0.0
variant_20523,10.0,6.0,1.0
variant_20524,1.0,0.0,0.0
variant_20525,1.0,0.0,0.0
variant_20526,10.0,26.0,14.0
variant_20527,16.0,29.0,1.0
variant_20528,2.0,4.0,0.0
variant_20529,2.0,3.0,0.0
variant_20530,5.0,14.0,5.0
variant_20531,1.0,1.0,0.0
variant_20532,1.0,1.0,0.0
variant_20533,6.0,12.0,0.0
variant_20534,1.0,0.0,0.0
variant_20535,22.0,15.0,1.0
variant_20536,1.0,0.0,0.0
variant_20537,12.0,0.0,0.0
variant_20538,1.0,0.0,0.0
variant_20539,1.0,0.0,0.0
variant_20540,1.0,0.0,0.0
variant_20541,6.0,0.0,0.0
variant_20542,4.0,16.0,0.0
variant_20543,4.0,0.0,0.0
variant_20544,4.0,21.0,12.0
variant_20545,1.0,0.0,1.0
variant_20546,4.0,0.0,0.0
variant_20547,3.0,0.0,0.0
variant_20548,5.0,18.0,5.0
variant_20549,4.0,0.0,0.0
variant_20550,6.0,16.0,1.0
variant_20551,1.0,4.0,0.0
variant_20552,5.0,0.0,0.0
variant_20553,6.0,0.0,0.0
variant_20554,6.0,23.0,3.0
variant_20555,3.0,6.0,0.0
variant_20556,10.0,1.0,0.0
variant_20557,1.0,0.0,0.0
variant_20558,21.0,0.0,0.0
variant_20559,6.0,8.0,0.0
variant_20560,1.0,0.0,0.0
variant_20561,13.0,6.0,1.0
variant_20562,8.0,0.0,0.0
variant_20563,2.0,8.0,1.0
variant_20564,2.0,1.0,0.0
variant_20565,1.0,2.0,3.0
variant_20566,1.0,0.0,0.0
variant_20567,2.0,0.0,0.0
variant_20568,4.0,0.0,0.0
variant_20569,7.0,15.0,4.0
variant_20570,7.0,4.0,0.0
variant_20571,10.0,3.0,0.0
variant_20572,1.0,0.0,0.0
variant_20573,7.0,9.0,0.0
variant_20574,6.0,13.0,9.0
variant_20575,7.0,3.0,0.0
variant_20576,10.0,3.0,0.0
variant_20577,3.0,0.0,0.0
variant_20578,6.0,8.0,2.0
variant_20579,4.0,0.0,0.0
variant_20580,3.0,0.0,0.0
variant_20581,6.0,2.0,0.0
variant_20582,1.0,0.0,0.0
variant_20583,10.0,2.0,0.0
variant_20584,1.0,0.0,0.0
variant_20585,5.0,2.0,0.0
variant_20586,5.0,0.0,0.0
variant_20587,11.0,4.0,0.0
variant_20588,6.0,4.0,0.0
variant_20589,22.0,2.0,0.0
variant_20590,1.0,2.0,1.0
variant_20591,4.0,0.0,0.0
variant_20592,5.0,18.0,5.0
variant_20593,3.0,0.0,0.0
variant_20594,5.0,5.0,1.0
variant_20595,13.0,11.0,5.0
variant_20596,1.0,0.0,0.0
variant_20597,1.0,0.0,0.0
variant_20598,7.0,3.0,0.0
variant_20599,6.0,14.0,10.0
variant_20600,7.0,5.0,0.0
variant_20601,1.0,0.0,0.0
variant_20602,1.0,0.0,0.0
variant_20603,14.0,16.0,3.0
variant_20604,9.0,22.0,9.0
variant_20605,4.0,7.0,0.0
variant_20606,4.0,0.0,0.0
variant_20607,6.0,6.0,0.0
variant_20608,5.0,3.0,0.0
variant_20609,4.0,0.0,0.0
variant_20610,4.0,10.0,1.0
variant_20611,5.0,4.0,1.0
variant_20612,6.0,0.0,0.0
variant_20613,1.0,0.0,0.0
variant_20614,5.0,6.0,1.0
variant_20615,6.0,3.0,0.0
variant_20616,1.0,0.0,0.0
variant_20617,1.0,0.0,0.0
variant_20618,1.0,1.0,0.0
variant_20619,4.0,9.0,2.0
variant_20620,6.0,0.0,0.0
variant_20621,7.0,3.0,0.0
variant_20622,1.0,0.0,0.0
variant_20623,1.0,0.0,0.0
variant_20624,6.0,2.0,0.0
variant_20625,6.0,6.0,8.0
variant_20626,1.0,0.0,0.0
variant_20627,2.0,4.0,0.0
variant_20628,1.0,0.0,0.0
variant_20629,3.0,2.0,1.0
variant_20630,8.0,8.0,0.0
variant_20631,11.0,8.0,3.0
variant_20632,2.0,0.0,0.0
variant_20633,1.0,0.0,0.0
variant_20634,1.0,0.0,0.0
variant_20635,7.0,14.0,9.0
variant_20636,1.0,0.0,0.0
variant_20637,12.0,4.0,0.0
variant_20638,10.0,6.0,0.0
variant_20639,1.0,0.0,0.0
variant_20640,5.0,4.0,1.0
variant_20641,1.0,0.0,0.0
variant_20642,11.0,0.0,0.0
variant_20643,1.0,0.0,0.0
variant_20644,1.0,0.0,0.0
variant_20645,7.0,8.0,8.0
variant_20646,1.0,0.0,0.0
variant_20647,1.0,1.0,0.0
variant_20648,7.0,2.0,0.0
variant_20649,4.0,0.0,0.0
variant_20650,7.0,16.0,0.0
variant_20651,12.0,9.0,0.0
variant_20652,2.0,4.0,0.0
variant_20653,12.0,30.0,3.0
variant_20654,4.0,12.0,4.0
variant_20655,3.0,0.0,0.0
variant_20656,7.0,0.0,0.0
variant_20657,1.0,0.0,0.0
variant_20658,4.0,2.0,0.0
variant_20659,6.0,6.0,4.0
variant_20660,3.0,3.0,0.0
variant_20661,1.0,0.0,0.0
variant_20662,9.0,12.0,2.0
variant_20663,1.0,0.0,0.0
variant_20664,26.0,13.0,0.0
variant_20665,4.0,0.0,0.0
variant_20666,6.0,1.0,0.0
variant_20667,15.0,2.0,0.0
variant_20668,1.0,0.0,0.0
variant_20669,1.0,0.0,0.0
variant_20670,1.0,0.0,0.0
variant_20671,13.0,3.0,0.0
variant_20672,7.0,0.0,0.0
variant_20673,1.0,0.0,0.0
variant_20674,9.0,2.0,0.0
variant_20675,8.0,21.0,3.0
variant_20676,1.0,0.0,0.0
variant_20677,1.0,0.0,0.0
variant_20678,9.0,4.0,0.0
variant_20679,4.0,0.0,0.0
variant_20680,9.0,0.0,0.0
variant_20681,2.0,0.0,0.0
variant_20682,1.0,1.0,0.0
variant_20683,1.0,0.0,0.0
variant_20684,15.0,0.0,0.0
variant_20685,15.0,11.0,1.0
variant_20686,1.0,0.0,0.0
variant_20687,5.0,0.0,1.0
variant_20688,5.0,0.0,0.0
variant_20689,29.0,42.0,40.0
variant_20690,1.0,0.0,0.0
variant_20691,8.0,0.0,0.0
variant_20692,3.0,6.0,1.0
variant_20693,1.0,18.0,3.0
variant_20694,1.0,0.0,0.0
variant_20695,6.0,5.0,4.0
variant_20696,2.0,11.0,12.0
variant_20697,1.0,0.0,0.0
variant_20698,12.0,0.0,0.0
variant_20699,1.0,0.0,0.0
variant_20700,1.0,0.0,0.0
variant_20701,11.0,16.0,6.0
variant_20702,5.0,9.0,2.0
variant_20703,8.0,1.0,0.0
variant_20704,5.0,9.0,0.0
variant_20705,5.0,0.0,0.0
variant_20706,18.0,20.0,1.0
variant_20707,10.0,2.0,3.0
variant_20708,1.0,0.0,0.0
variant_20709,5.0,2.0,0.0
variant_20710,1.0,1.0,0.0
variant_20711,5.0,0.0,0.0
variant_20712,2.0,2.0,0.0
variant_20713,1.0,0.0,0.0
variant_20714,1.0,0.0,0.0
variant_20715,1.0,0.0,0.0
variant_20716,7.0,30.0,16.0
variant_20717,2.0,0.0,0.0
variant_20718,8.0,2.0,0.0
variant_20719,3.0,1.0,0.0
variant_20720,2.0,1.0,1.0
variant_20721,1.0,0.0,0.0
variant_20722,3.0,0.0,0.0
variant_20723,6.0,0.0,0.0
variant_20724,3.0,0.0,0.0
variant_20725,2.0,0.0,0.0
variant_20726,3.0,1.0,0.0
variant_20727,1.0,2.0,0.0
variant_20728,5.0,0.0,0.0
variant_20729,1.0,0.0,0.0
variant_20730,9.0,0.0,0.0
variant_20731,15.0,45.0,12.0
variant_20732,1.0,0.0,0.0
variant_20733,1.0,0.0,0.0
variant_20734,11.0,0.0,0.0
variant_20735,19.0,2.0,0.0
variant_20736,1.0,0.0,0.0
variant_20737,1.0,0.0,0.0
variant_20738,1.0,0.0,0.0
variant_20739,7.0,0.0,0.0
variant_20740,1.0,0.0,0.0
variant_20741,8.0,8.0,9.0
variant_20742,5.0,3.0,0.0
variant_20743,8.0,1.0,0.0
variant_20744,17.0,5.0,0.0
variant_20745,2.0,0.0,0.0
variant_20746,8.0,0.0,0.0
variant_20747,2.0,0.0,0.0
variant_20748,1.0,0.0,0.0
variant_20749,1.0,1.0,0.0
variant_20750,5.0,13.0,0.0
variant_20751,5.0,0.0,0.0
variant_20752,4.0,0.0,0.0
variant_20753,5.0,2.0,0.0
variant_20754,5.0,9.0,1.0
variant_20755,21.0,25.0,6.0
variant_20756,8.0,8.0,0.0
variant_20757,8.0,6.0,0.0
variant_20758,2.0,0.0,0.0
variant_20759,5.0,0.0,0.0
variant_20760,2.0,4.0,0.0
variant_20761,12.0,3.0,0.0
variant_20762,1.0,1.0,0.0
variant_20763,4.0,0.0,0.0
variant_20764,7.0,9.0,3.0
variant_20765,1.0,0.0,0.0
variant_20766,1.0,0.0,0.0
variant_20767,22.0,11.0,0.0
variant_20768,3.0,1.0,0.0
variant_20769,8.0,13.0,2.0
variant_20770,3.0,1.0,0.0
variant_20771,1.0,0.0,0.0
variant_20772,5.0,5.0,1.0
variant_20773,6.0,0.0,0.0
variant_20774,3.0,3.0,2.0
variant_20775,5.0,1.0,0.0
variant_20776,2.0,18.0,6.0
variant_20777,1.0,2.0,0.0
variant_20778,7.0,8.0,0.0
variant_20779,4.0,1.0,0.0
variant_20780,4.0,22.0,17.0
variant_20781,7.0,1.0,0.0
variant_20782,1.0,0.0,0.0
variant_20783,9.0,0.0,0.0
variant_20784,8.0,0.0,0.0
variant_20785,11.0,7.0,2.0
variant_20786,1.0,0.0,0.0
variant_20787,4.0,28.0,2.0
variant_20788,4.0,0.0,0.0
variant_20789,1.0,0.0,0.0
variant_20790,4.0,0.0,0.0
variant_20791,11.0,23.0,4.0
variant_20792,9.0,3.0,3.0
variant_20793,8.0,0.0,0.0
variant_20794,1.0,0.0,0.0
variant_20795,9.0,0.0,0.0
variant_20796,1.0,0.0,0.0
variant_20797,7.0,0.0,0.0
variant_20798,1.0,0.0,0.0
variant_20799,1.0,0.0,0.0
variant_20800,7.0,12.0,1.0
variant_20801,1.0,0.0,0.0
variant_20802,2.0,8.0,1.0
variant_20803,10.0,0.0,0.0
variant_20804,11.0,3.0,3.0
variant_20805,3.0,4.0,0.0
variant_20806,9.0,4.0,0.0
variant_20807,5.0,1.0,0.0
variant_20808,4.0,1.0,0.0
variant_20809,1.0,0.0,0.0
variant_20810,3.0,6.0,2.0
variant_20811,15.0,5.0,1.0
variant_20812,3.0,4.0,0.0
variant_20813,6.0,7.0,0.0
variant_20814,1.0,0.0,0.0
variant_20815,2.0,2.0,0.0
variant_20816,6.0,18.0,9.0
variant_20817,1.0,0.0,0.0
variant_20818,6.0,0.0,0.0
variant_20819,1.0,0.0,0.0
variant_20820,8.0,5.0,1.0
variant_20821,1.0,0.0,0.0
variant_20822,6.0,14.0,0.0
variant_20823,15.0,0.0,0.0
variant_20824,4.0,4.0,2.0
variant_20825,8.0,5.0,3.0
variant_20826,16.0,11.0,6.0
variant_20827,2.0,0.0,0.0
variant_20828,3.0,0.0,0.0
variant_20829,3.0,0.0,0.0
variant_20830,1.0,0.0,0.0
variant_20831,4.0,0.0,0.0
variant_20832,1.0,0.0,0.0
variant_20833,1.0,0.0,0.0
variant_20834,4.0,1.0,0.0
variant_20835,11.0,0.0,0.0
variant_20836,8.0,5.0,0.0
variant_20837,11.0,0.0,0.0
variant_20838,1.0,0.0,0.0
variant_20839,5.0,0.0,0.0
variant_20840,5.0,1.0,0.0
variant_20841,6.0,10.0,1.0
variant_20842,5.0,0.0,0.0
