,c_0,c_1,c_2,c_3,c_4,c_5
variant_28127,534.0,78.0,28.0,61.0,95.0,64.0
variant_28128,59.0,4.0,2.0,8.0,0.0,0.0
variant_28129,182.0,1.0,0.0,0.0,0.0,0.0
variant_28130,314.0,41.0,10.0,25.0,18.0,7.0
variant_28131,128.0,2.0,0.0,0.0,0.0,0.0
variant_28132,23.0,0.0,0.0,0.0,0.0,0.0
variant_28133,15.0,0.0,0.0,0.0,0.0,0.0
variant_28134,22.0,6.0,3.0,0.0,0.0,0.0
variant_28135,271.0,16.0,9.0,26.0,21.0,1.0
variant_28136,44.0,0.0,0.0,0.0,0.0,0.0
variant_28137,80.0,0.0,0.0,0.0,0.0,0.0
variant_28138,98.0,0.0,0.0,0.0,0.0,0.0
variant_28139,38.0,0.0,0.0,0.0,0.0,0.0
variant_28140,199.0,23.0,1.0,0.0,0.0,0.0
variant_28141,226.0,12.0,0.0,0.0,0.0,0.0
variant_28142,355.0,64.0,18.0,21.0,13.0,1.0
variant_28143,235.0,53.0,14.0,39.0,8.0,1.0
variant_28144,48.0,1.0,0.0,0.0,0.0,0.0
variant_28145,118.0,1.0,0.0,0.0,0.0,0.0
variant_28146,277.0,31.0,9.0,4.0,0.0,0.0
variant_28147,57.0,1.0,0.0,0.0,0.0,0.0
variant_28148,101.0,1.0,0.0,0.0,0.0,0.0
variant_28149,172.0,2.0,0.0,0.0,0.0,0.0
variant_28150,657.0,66.0,20.0,15.0,4.0,0.0
variant_28151,64.0,0.0,0.0,0.0,0.0,0.0
variant_28152,37.0,0.0,0.0,0.0,0.0,0.0
variant_28153,239.0,1.0,0.0,0.0,0.0,0.0
variant_28154,193.0,2.0,1.0,0.0,0.0,0.0
variant_28155,108.0,0.0,1.0,2.0,0.0,0.0
variant_28156,244.0,0.0,0.0,0.0,0.0,0.0
variant_28157,83.0,14.0,0.0,0.0,0.0,0.0
variant_28158,49.0,0.0,0.0,0.0,0.0,0.0
variant_28159,961.0,32.0,1.0,19.0,9.0,2.0
variant_28160,167.0,31.0,9.0,6.0,5.0,0.0
variant_28161,92.0,0.0,0.0,0.0,0.0,0.0
variant_28162,677.0,34.0,7.0,2.0,0.0,0.0
variant_28163,242.0,54.0,20.0,14.0,15.0,19.0
variant_28164,518.0,33.0,10.0,22.0,18.0,12.0
variant_28165,51.0,0.0,0.0,0.0,0.0,0.0
variant_28166,197.0,2.0,0.0,0.0,0.0,0.0
variant_28167,108.0,0.0,0.0,0.0,0.0,0.0
variant_28168,126.0,6.0,0.0,7.0,8.0,5.0
variant_28169,134.0,10.0,1.0,0.0,0.0,0.0
variant_28170,36.0,0.0,0.0,0.0,0.0,0.0
variant_28171,243.0,17.0,2.0,0.0,0.0,0.0
variant_28172,64.0,6.0,0.0,0.0,0.0,0.0
variant_28173,162.0,0.0,3.0,2.0,0.0,0.0
variant_28174,98.0,0.0,0.0,0.0,0.0,0.0
variant_28175,96.0,12.0,0.0,0.0,0.0,0.0
variant_28176,87.0,1.0,0.0,0.0,0.0,0.0
variant_28177,1.0,0.0,0.0,0.0,0.0,0.0
variant_28178,581.0,88.0,26.0,16.0,14.0,0.0
variant_28179,12.0,0.0,0.0,0.0,0.0,0.0
variant_28180,200.0,10.0,2.0,0.0,0.0,0.0
variant_28181,14.0,0.0,0.0,0.0,0.0,0.0
variant_28182,1711.0,189.0,31.0,64.0,81.0,43.0
variant_28183,107.0,3.0,0.0,0.0,0.0,0.0
variant_28184,32.0,0.0,0.0,0.0,0.0,0.0
variant_28185,141.0,1.0,0.0,0.0,0.0,0.0
variant_28186,221.0,11.0,1.0,0.0,0.0,0.0
variant_28187,89.0,6.0,0.0,0.0,0.0,0.0
variant_28188,56.0,8.0,3.0,6.0,1.0,0.0
variant_28189,101.0,1.0,2.0,0.0,0.0,0.0
variant_28190,211.0,3.0,0.0,0.0,0.0,0.0
variant_28191,208.0,24.0,1.0,0.0,0.0,0.0
variant_28192,89.0,4.0,5.0,5.0,0.0,0.0
variant_28193,73.0,1.0,0.0,0.0,0.0,0.0
variant_28194,121.0,6.0,0.0,0.0,0.0,0.0
variant_28195,519.0,28.0,11.0,0.0,4.0,0.0
variant_28196,164.0,10.0,0.0,0.0,0.0,0.0
variant_28197,197.0,8.0,0.0,0.0,0.0,0.0
variant_28198,155.0,0.0,0.0,0.0,0.0,0.0
variant_28199,14.0,0.0,0.0,0.0,0.0,0.0
variant_28200,231.0,23.0,6.0,6.0,3.0,0.0
variant_28201,139.0,0.0,0.0,0.0,0.0,0.0
variant_28202,2235.0,550.0,448.0,1185.0,1779.0,1147.0
variant_28203,22.0,0.0,0.0,0.0,0.0,0.0
variant_28204,148.0,28.0,24.0,40.0,22.0,15.0
variant_28205,63.0,8.0,7.0,12.0,7.0,7.0
variant_28206,116.0,33.0,14.0,7.0,0.0,0.0
variant_28207,663.0,258.0,197.0,406.0,605.0,360.0
variant_28208,152.0,10.0,16.0,32.0,28.0,7.0
variant_28209,67.0,22.0,3.0,22.0,28.0,19.0
variant_28210,55.0,1.0,0.0,0.0,0.0,0.0
variant_28211,235.0,49.0,27.0,47.0,55.0,15.0
variant_28212,112.0,1.0,0.0,0.0,0.0,0.0
variant_28213,43.0,0.0,0.0,0.0,0.0,0.0
variant_28214,83.0,0.0,0.0,0.0,0.0,0.0
variant_28215,57.0,1.0,0.0,0.0,0.0,0.0
variant_28216,208.0,14.0,0.0,4.0,19.0,6.0
variant_28217,832.0,148.0,53.0,177.0,213.0,119.0
variant_28218,162.0,1.0,0.0,0.0,0.0,0.0
variant_28219,327.0,98.0,48.0,89.0,70.0,37.0
variant_28220,52.0,0.0,0.0,0.0,0.0,0.0
variant_28221,274.0,37.0,42.0,76.0,45.0,32.0
variant_28222,120.0,3.0,0.0,0.0,0.0,0.0
variant_28223,179.0,7.0,0.0,0.0,0.0,0.0
variant_28224,632.0,117.0,71.0,75.0,84.0,53.0
variant_28225,75.0,0.0,0.0,0.0,0.0,0.0
variant_28226,73.0,2.0,0.0,0.0,0.0,0.0
variant_28227,173.0,3.0,1.0,0.0,0.0,0.0
variant_28228,370.0,85.0,37.0,57.0,71.0,38.0
variant_28229,405.0,32.0,18.0,34.0,22.0,23.0
variant_28230,93.0,49.0,20.0,38.0,55.0,30.0
variant_28231,83.0,1.0,0.0,0.0,0.0,0.0
variant_28232,694.0,362.0,229.0,467.0,708.0,249.0
variant_28233,112.0,0.0,2.0,15.0,6.0,4.0
variant_28234,94.0,70.0,40.0,71.0,62.0,37.0
variant_28235,122.0,3.0,0.0,0.0,0.0,0.0
variant_28236,981.0,97.0,22.0,38.0,22.0,17.0
variant_28237,65.0,1.0,0.0,0.0,0.0,0.0
variant_28238,175.0,6.0,0.0,0.0,0.0,0.0
variant_28239,45.0,0.0,0.0,0.0,0.0,0.0
variant_28240,133.0,3.0,2.0,0.0,0.0,0.0
variant_28241,94.0,4.0,1.0,0.0,0.0,0.0
variant_28242,79.0,3.0,0.0,0.0,0.0,0.0
variant_28243,84.0,1.0,0.0,0.0,0.0,0.0
variant_28244,474.0,36.0,19.0,28.0,22.0,3.0
variant_28245,422.0,113.0,29.0,45.0,40.0,12.0
variant_28246,64.0,1.0,0.0,0.0,0.0,0.0
variant_28247,638.0,202.0,125.0,385.0,544.0,462.0
variant_28248,94.0,8.0,4.0,18.0,26.0,27.0
variant_28249,295.0,65.0,43.0,47.0,65.0,24.0
variant_28250,191.0,69.0,18.0,11.0,5.0,0.0
variant_28251,298.0,133.0,66.0,163.0,258.0,104.0
variant_28252,266.0,32.0,6.0,6.0,10.0,0.0
variant_28253,91.0,12.0,0.0,0.0,0.0,0.0
variant_28254,185.0,45.0,24.0,25.0,21.0,12.0
variant_28255,145.0,6.0,0.0,0.0,0.0,0.0
variant_28256,147.0,10.0,3.0,8.0,4.0,0.0
variant_28257,1049.0,190.0,139.0,251.0,295.0,110.0
variant_28258,123.0,9.0,4.0,4.0,6.0,0.0
variant_28259,937.0,565.0,486.0,1015.0,1938.0,1091.0
variant_28260,246.0,41.0,35.0,45.0,23.0,13.0
variant_28261,220.0,47.0,22.0,14.0,39.0,11.0
variant_28262,201.0,29.0,13.0,23.0,20.0,6.0
variant_28263,311.0,38.0,22.0,35.0,25.0,3.0
variant_28264,155.0,3.0,1.0,1.0,0.0,0.0
variant_28265,214.0,143.0,61.0,131.0,129.0,39.0
variant_28266,324.0,25.0,10.0,19.0,21.0,5.0
variant_28267,188.0,9.0,3.0,8.0,1.0,3.0
variant_28268,54.0,0.0,0.0,0.0,0.0,0.0
variant_28269,93.0,6.0,4.0,10.0,4.0,0.0
variant_28270,83.0,1.0,0.0,0.0,0.0,0.0
variant_28271,827.0,347.0,216.0,436.0,751.0,451.0
variant_28272,203.0,24.0,8.0,15.0,14.0,6.0
variant_28273,135.0,28.0,7.0,7.0,0.0,0.0
variant_28274,78.0,0.0,0.0,0.0,0.0,0.0
variant_28275,451.0,226.0,86.0,136.0,142.0,31.0
variant_28276,61.0,7.0,5.0,0.0,0.0,0.0
variant_28277,608.0,142.0,128.0,218.0,341.0,198.0
variant_28278,260.0,9.0,1.0,3.0,4.0,0.0
variant_28279,67.0,3.0,2.0,1.0,1.0,0.0
variant_28280,82.0,0.0,0.0,0.0,0.0,0.0
variant_28281,212.0,5.0,3.0,0.0,0.0,0.0
variant_28282,401.0,123.0,49.0,112.0,132.0,68.0
variant_28283,78.0,5.0,0.0,0.0,0.0,0.0
variant_28284,443.0,65.0,13.0,31.0,23.0,8.0
variant_28285,50.0,0.0,0.0,0.0,0.0,0.0
variant_28286,249.0,19.0,0.0,0.0,0.0,0.0
variant_28287,212.0,32.0,15.0,27.0,25.0,7.0
variant_28288,89.0,1.0,0.0,0.0,0.0,0.0
variant_28289,192.0,19.0,3.0,15.0,27.0,27.0
variant_28290,304.0,48.0,7.0,26.0,17.0,0.0
variant_28291,169.0,39.0,8.0,18.0,4.0,0.0
variant_28292,1006.0,199.0,91.0,87.0,109.0,29.0
variant_28293,140.0,13.0,4.0,1.0,0.0,0.0
variant_28294,21.0,0.0,0.0,0.0,0.0,0.0
variant_28295,736.0,152.0,70.0,110.0,138.0,100.0
variant_28296,281.0,98.0,42.0,144.0,201.0,118.0
variant_28297,169.0,97.0,34.0,51.0,43.0,18.0
variant_28298,1606.0,490.0,384.0,1919.0,4326.0,4684.0
variant_28299,159.0,17.0,7.0,2.0,0.0,0.0
variant_28300,156.0,4.0,0.0,0.0,0.0,0.0
variant_28301,402.0,101.0,46.0,181.0,213.0,175.0
variant_28302,418.0,29.0,18.0,51.0,82.0,52.0
variant_28303,202.0,57.0,31.0,33.0,33.0,16.0
variant_28304,227.0,30.0,7.0,28.0,29.0,5.0
variant_28305,86.0,8.0,0.0,0.0,0.0,0.0
variant_28306,179.0,70.0,20.0,31.0,53.0,14.0
variant_28307,92.0,2.0,0.0,0.0,0.0,0.0
variant_28308,415.0,78.0,33.0,37.0,41.0,9.0
variant_28309,600.0,181.0,109.0,235.0,258.0,82.0
variant_28310,513.0,118.0,47.0,49.0,67.0,14.0
variant_28311,449.0,124.0,67.0,125.0,239.0,138.0
variant_28312,99.0,2.0,2.0,8.0,6.0,0.0
variant_28313,14254.0,3022.0,1550.0,3328.0,4131.0,2143.0
variant_28314,186.0,21.0,15.0,40.0,22.0,10.0
variant_28315,82.0,1.0,0.0,0.0,0.0,0.0
variant_28316,307.0,42.0,6.0,2.0,9.0,2.0
variant_28317,227.0,99.0,51.0,119.0,128.0,71.0
variant_28318,53.0,3.0,0.0,0.0,0.0,0.0
variant_28319,280.0,14.0,3.0,0.0,0.0,0.0
variant_28320,164.0,61.0,37.0,106.0,135.0,53.0
variant_28321,74.0,1.0,3.0,0.0,0.0,0.0
variant_28322,155.0,0.0,0.0,0.0,0.0,0.0
variant_28323,652.0,139.0,86.0,213.0,251.0,149.0
variant_28324,104.0,4.0,0.0,0.0,0.0,0.0
variant_28325,108.0,15.0,0.0,0.0,0.0,0.0
variant_28326,218.0,9.0,0.0,0.0,0.0,0.0
variant_28327,355.0,25.0,28.0,17.0,13.0,9.0
variant_28328,278.0,15.0,0.0,0.0,0.0,0.0
variant_28329,165.0,13.0,0.0,1.0,0.0,0.0
variant_28330,610.0,506.0,433.0,1182.0,2627.0,1681.0
variant_28331,267.0,16.0,4.0,0.0,0.0,0.0
variant_28332,247.0,98.0,105.0,170.0,202.0,135.0
variant_28333,208.0,21.0,2.0,8.0,6.0,13.0
variant_28334,57.0,5.0,2.0,4.0,3.0,0.0
variant_28335,635.0,72.0,42.0,45.0,29.0,3.0
variant_28336,138.0,11.0,0.0,0.0,0.0,0.0
variant_28337,60.0,3.0,0.0,0.0,0.0,0.0
variant_28338,124.0,3.0,0.0,0.0,0.0,0.0
variant_28339,412.0,165.0,94.0,224.0,235.0,150.0
variant_28340,165.0,4.0,0.0,0.0,0.0,0.0
variant_28341,198.0,11.0,3.0,7.0,7.0,1.0
variant_28342,38.0,1.0,1.0,0.0,0.0,0.0
variant_28343,174.0,34.0,6.0,0.0,0.0,0.0
variant_28344,1106.0,324.0,175.0,340.0,465.0,278.0
variant_28345,349.0,15.0,9.0,33.0,20.0,5.0
variant_28346,328.0,85.0,30.0,37.0,51.0,26.0
variant_28347,247.0,10.0,2.0,5.0,1.0,0.0
variant_28348,225.0,1.0,0.0,0.0,0.0,0.0
variant_28349,176.0,4.0,0.0,0.0,0.0,0.0
variant_28350,118.0,16.0,3.0,2.0,0.0,0.0
variant_28351,242.0,46.0,23.0,21.0,41.0,10.0
variant_28352,5.0,0.0,0.0,0.0,0.0,0.0
variant_28353,98.0,11.0,4.0,21.0,36.0,3.0
variant_28354,87.0,10.0,1.0,3.0,4.0,0.0
variant_28355,296.0,89.0,67.0,238.0,303.0,189.0
variant_28356,438.0,15.0,0.0,0.0,0.0,0.0
variant_28357,120.0,10.0,2.0,0.0,0.0,0.0
variant_28358,964.0,185.0,92.0,184.0,227.0,107.0
variant_28359,206.0,17.0,6.0,3.0,6.0,3.0
variant_28360,297.0,105.0,115.0,292.0,224.0,95.0
variant_28361,243.0,14.0,0.0,0.0,0.0,0.0
variant_28362,170.0,38.0,10.0,36.0,63.0,35.0
variant_28363,228.0,6.0,2.0,1.0,0.0,0.0
variant_28364,147.0,12.0,0.0,0.0,0.0,0.0
variant_28365,101.0,6.0,0.0,0.0,0.0,0.0
variant_28366,83.0,3.0,1.0,4.0,0.0,0.0
variant_28367,121.0,6.0,9.0,5.0,10.0,1.0
variant_28368,71.0,22.0,0.0,0.0,0.0,0.0
variant_28369,192.0,11.0,0.0,0.0,0.0,0.0
variant_28370,71.0,0.0,0.0,0.0,0.0,0.0
variant_28371,317.0,104.0,34.0,41.0,37.0,4.0
variant_28372,326.0,94.0,59.0,183.0,236.0,88.0
variant_28373,80.0,0.0,0.0,0.0,0.0,0.0
variant_28374,108.0,3.0,2.0,2.0,1.0,3.0
variant_28375,219.0,55.0,9.0,36.0,37.0,4.0
variant_28376,39.0,1.0,0.0,0.0,0.0,0.0
variant_28377,44.0,3.0,0.0,0.0,0.0,0.0
variant_28378,133.0,12.0,4.0,4.0,0.0,0.0
variant_28379,182.0,32.0,4.0,32.0,20.0,4.0
variant_28380,276.0,67.0,39.0,128.0,108.0,66.0
variant_28381,430.0,91.0,54.0,101.0,77.0,24.0
variant_28382,26.0,0.0,0.0,0.0,0.0,0.0
variant_28383,210.0,26.0,0.0,1.0,1.0,0.0
variant_28384,33.0,2.0,0.0,0.0,0.0,0.0
variant_28385,145.0,3.0,0.0,0.0,0.0,0.0
variant_28386,419.0,44.0,19.0,22.0,22.0,8.0
variant_28387,189.0,81.0,55.0,143.0,131.0,81.0
variant_28388,278.0,15.0,3.0,4.0,4.0,2.0
variant_28389,76.0,3.0,0.0,0.0,0.0,0.0
variant_28390,14.0,0.0,0.0,0.0,0.0,0.0
variant_28391,14.0,0.0,0.0,0.0,0.0,0.0
variant_28392,489.0,119.0,72.0,100.0,119.0,41.0
variant_28393,82.0,11.0,4.0,6.0,8.0,0.0
variant_28394,62.0,0.0,0.0,0.0,0.0,0.0
variant_28395,148.0,8.0,3.0,4.0,1.0,0.0
variant_28396,216.0,4.0,0.0,0.0,0.0,0.0
variant_28397,364.0,119.0,41.0,71.0,42.0,16.0
variant_28398,235.0,126.0,51.0,91.0,134.0,68.0
variant_28399,26.0,0.0,0.0,0.0,0.0,0.0
variant_28400,151.0,31.0,2.0,18.0,16.0,13.0
variant_28401,220.0,29.0,15.0,20.0,19.0,3.0
variant_28402,125.0,49.0,32.0,138.0,204.0,148.0
variant_28403,6.0,0.0,0.0,0.0,0.0,0.0
variant_28404,215.0,27.0,17.0,42.0,32.0,20.0
variant_28405,135.0,40.0,17.0,34.0,26.0,7.0
variant_28406,395.0,44.0,8.0,0.0,0.0,0.0
variant_28407,220.0,44.0,74.0,161.0,209.0,123.0
variant_28408,5.0,0.0,0.0,0.0,0.0,0.0
variant_28409,13.0,0.0,0.0,0.0,0.0,0.0
variant_28410,232.0,125.0,112.0,283.0,546.0,370.0
variant_28411,796.0,364.0,262.0,687.0,1150.0,543.0
variant_28412,321.0,179.0,63.0,257.0,329.0,243.0
variant_28413,202.0,20.0,1.0,0.0,3.0,4.0
variant_28414,355.0,159.0,116.0,262.0,354.0,156.0
variant_28415,330.0,80.0,79.0,139.0,110.0,79.0
variant_28416,109.0,6.0,1.0,0.0,0.0,0.0
variant_28417,50.0,4.0,0.0,0.0,0.0,0.0
variant_28418,26.0,0.0,0.0,0.0,0.0,0.0
variant_28419,386.0,105.0,124.0,167.0,193.0,160.0
variant_28420,546.0,167.0,81.0,242.0,290.0,91.0
variant_28421,184.0,8.0,0.0,0.0,0.0,0.0
variant_28422,57.0,0.0,0.0,0.0,0.0,0.0
variant_28423,147.0,14.0,1.0,1.0,0.0,0.0
variant_28424,397.0,126.0,110.0,159.0,177.0,92.0
variant_28425,20.0,0.0,0.0,0.0,0.0,0.0
variant_28426,125.0,2.0,0.0,0.0,0.0,0.0
variant_28427,218.0,6.0,1.0,0.0,0.0,0.0
variant_28428,235.0,25.0,5.0,16.0,2.0,0.0
variant_28429,115.0,4.0,2.0,3.0,0.0,0.0
variant_28430,157.0,3.0,2.0,5.0,4.0,1.0
variant_28431,166.0,7.0,5.0,16.0,7.0,3.0
variant_28432,113.0,9.0,4.0,10.0,0.0,0.0
variant_28433,204.0,21.0,6.0,15.0,43.0,20.0
variant_28434,52.0,0.0,0.0,0.0,0.0,0.0
variant_28435,530.0,215.0,146.0,367.0,501.0,230.0
variant_28436,53.0,1.0,1.0,0.0,0.0,0.0
variant_28437,51.0,1.0,0.0,0.0,0.0,0.0
variant_28438,319.0,65.0,33.0,69.0,63.0,11.0
variant_28439,70.0,5.0,1.0,0.0,0.0,0.0
variant_28440,15.0,0.0,0.0,0.0,0.0,0.0
variant_28441,169.0,13.0,0.0,0.0,0.0,0.0
variant_28442,564.0,354.0,288.0,631.0,920.0,531.0
variant_28443,79.0,0.0,0.0,0.0,0.0,0.0
variant_28444,50.0,3.0,1.0,2.0,15.0,19.0
variant_28445,68.0,3.0,0.0,0.0,0.0,0.0
variant_28446,479.0,78.0,49.0,94.0,196.0,61.0
variant_28447,78.0,3.0,2.0,0.0,0.0,0.0
variant_28448,180.0,2.0,0.0,0.0,0.0,0.0
variant_28449,246.0,15.0,5.0,0.0,0.0,0.0
variant_28450,392.0,119.0,28.0,33.0,16.0,1.0
variant_28451,167.0,6.0,1.0,1.0,0.0,0.0
variant_28452,21.0,0.0,0.0,0.0,0.0,0.0
variant_28453,135.0,5.0,0.0,0.0,0.0,0.0
variant_28454,126.0,5.0,0.0,0.0,0.0,0.0
variant_28455,6.0,0.0,0.0,0.0,0.0,0.0
variant_28456,182.0,1.0,0.0,0.0,0.0,0.0
variant_28457,882.0,592.0,362.0,902.0,1290.0,799.0
variant_28458,169.0,27.0,12.0,22.0,16.0,10.0
variant_28459,91.0,8.0,0.0,0.0,0.0,0.0
variant_28460,268.0,20.0,6.0,0.0,0.0,4.0
variant_28461,36.0,2.0,0.0,0.0,0.0,0.0
variant_28462,62.0,0.0,0.0,0.0,0.0,0.0
variant_28463,42.0,0.0,0.0,0.0,0.0,0.0
variant_28464,57.0,8.0,0.0,0.0,0.0,0.0
variant_28465,283.0,10.0,5.0,17.0,9.0,2.0
variant_28466,409.0,195.0,250.0,354.0,269.0,97.0
variant_28467,304.0,44.0,16.0,41.0,6.0,6.0
variant_28468,2486.0,482.0,217.0,590.0,718.0,452.0
variant_28469,492.0,56.0,26.0,40.0,43.0,30.0
variant_28470,144.0,5.0,0.0,0.0,0.0,0.0
variant_28471,12.0,0.0,0.0,0.0,0.0,0.0
variant_28472,34.0,0.0,0.0,0.0,0.0,0.0
variant_28473,154.0,50.0,17.0,20.0,14.0,12.0
variant_28474,213.0,13.0,5.0,2.0,2.0,0.0
variant_28475,229.0,16.0,7.0,3.0,10.0,1.0
variant_28476,102.0,3.0,0.0,0.0,0.0,0.0
variant_28477,501.0,163.0,112.0,223.0,357.0,263.0
variant_28478,90.0,16.0,15.0,12.0,4.0,2.0
variant_28479,110.0,3.0,0.0,0.0,0.0,0.0
variant_28480,80.0,41.0,17.0,50.0,59.0,33.0
variant_28481,30.0,15.0,6.0,18.0,31.0,14.0
variant_28482,219.0,103.0,110.0,242.0,211.0,83.0
variant_28483,528.0,211.0,99.0,197.0,299.0,152.0
variant_28484,88.0,6.0,0.0,0.0,0.0,0.0
variant_28485,1044.0,247.0,79.0,170.0,153.0,85.0
variant_28486,269.0,49.0,15.0,23.0,15.0,14.0
variant_28487,53.0,1.0,0.0,0.0,0.0,0.0
variant_28488,54.0,4.0,0.0,0.0,0.0,0.0
variant_28489,20.0,0.0,0.0,0.0,0.0,0.0
variant_28490,58.0,14.0,15.0,28.0,27.0,12.0
variant_28491,157.0,5.0,1.0,0.0,0.0,0.0
variant_28492,169.0,50.0,19.0,34.0,37.0,16.0
variant_28493,116.0,0.0,0.0,0.0,0.0,0.0
variant_28494,270.0,61.0,2.0,8.0,9.0,3.0
variant_28495,69.0,3.0,0.0,0.0,0.0,0.0
variant_28496,261.0,5.0,4.0,0.0,0.0,0.0
variant_28497,337.0,21.0,4.0,20.0,16.0,21.0
variant_28498,995.0,353.0,240.0,370.0,495.0,326.0
variant_28499,56.0,0.0,0.0,0.0,0.0,0.0
variant_28500,461.0,23.0,8.0,8.0,4.0,1.0
variant_28501,116.0,5.0,1.0,0.0,0.0,0.0
variant_28502,270.0,7.0,0.0,0.0,0.0,0.0
variant_28503,793.0,256.0,173.0,328.0,483.0,237.0
variant_28504,414.0,120.0,66.0,120.0,177.0,92.0
variant_28505,404.0,109.0,85.0,172.0,210.0,176.0
variant_28506,110.0,24.0,11.0,21.0,22.0,2.0
variant_28507,672.0,105.0,45.0,64.0,51.0,43.0
variant_28508,77.0,1.0,0.0,0.0,0.0,0.0
variant_28509,15.0,0.0,0.0,0.0,0.0,0.0
variant_28510,208.0,59.0,14.0,27.0,17.0,0.0
variant_28511,3129.0,557.0,308.0,541.0,603.0,165.0
variant_28512,56.0,2.0,0.0,0.0,0.0,0.0
variant_28513,343.0,151.0,81.0,88.0,83.0,37.0
variant_28514,320.0,34.0,15.0,14.0,2.0,6.0
variant_28515,85.0,19.0,7.0,22.0,25.0,14.0
variant_28516,388.0,61.0,9.0,32.0,23.0,8.0
variant_28517,88.0,2.0,0.0,0.0,0.0,0.0
variant_28518,64.0,1.0,0.0,0.0,0.0,0.0
variant_28519,368.0,86.0,15.0,30.0,26.0,11.0
variant_28520,93.0,7.0,0.0,0.0,0.0,0.0
variant_28521,281.0,27.0,2.0,5.0,9.0,8.0
variant_28522,103.0,41.0,9.0,9.0,8.0,1.0
variant_28523,164.0,11.0,4.0,8.0,4.0,3.0
variant_28524,52.0,1.0,0.0,0.0,0.0,0.0
variant_28525,477.0,117.0,91.0,160.0,171.0,89.0
variant_28526,836.0,112.0,14.0,33.0,31.0,12.0
variant_28527,1400.0,452.0,268.0,518.0,623.0,267.0
variant_28528,475.0,48.0,19.0,29.0,26.0,5.0
variant_28529,316.0,33.0,10.0,33.0,42.0,36.0
variant_28530,701.0,213.0,112.0,263.0,399.0,188.0
variant_28531,411.0,41.0,22.0,34.0,44.0,19.0
variant_28532,121.0,1.0,0.0,0.0,0.0,0.0
variant_28533,746.0,265.0,241.0,540.0,671.0,289.0
variant_28534,201.0,7.0,2.0,2.0,2.0,0.0
variant_28535,349.0,30.0,7.0,14.0,11.0,5.0
variant_28536,143.0,11.0,7.0,0.0,0.0,0.0
variant_28537,342.0,63.0,18.0,23.0,51.0,20.0
variant_28538,86.0,1.0,0.0,3.0,1.0,0.0
variant_28539,127.0,50.0,22.0,123.0,321.0,214.0
variant_28540,514.0,111.0,70.0,267.0,224.0,156.0
variant_28541,38.0,1.0,0.0,0.0,0.0,0.0
variant_28542,64.0,5.0,9.0,4.0,3.0,0.0
variant_28543,123.0,10.0,6.0,6.0,0.0,0.0
variant_28544,31.0,0.0,0.0,0.0,0.0,0.0
variant_28545,18.0,0.0,0.0,0.0,0.0,0.0
variant_28546,6.0,0.0,0.0,0.0,0.0,0.0
variant_28547,295.0,14.0,0.0,11.0,10.0,0.0
variant_28548,433.0,132.0,107.0,186.0,267.0,149.0
variant_28549,73.0,5.0,0.0,0.0,0.0,0.0
variant_28550,541.0,241.0,149.0,299.0,356.0,178.0
variant_28551,145.0,8.0,4.0,3.0,3.0,0.0
variant_28552,10.0,6.0,0.0,0.0,0.0,0.0
variant_28553,382.0,93.0,44.0,84.0,76.0,51.0
variant_28554,935.0,215.0,118.0,266.0,337.0,194.0
variant_28555,281.0,39.0,10.0,25.0,21.0,2.0
variant_28556,372.0,50.0,2.0,6.0,1.0,0.0
variant_28557,429.0,81.0,55.0,99.0,91.0,20.0
variant_28558,117.0,2.0,0.0,0.0,0.0,0.0
variant_28559,184.0,0.0,0.0,0.0,0.0,0.0
variant_28560,203.0,24.0,20.0,44.0,34.0,23.0
variant_28561,551.0,187.0,70.0,132.0,162.0,87.0
variant_28562,569.0,259.0,279.0,813.0,1344.0,1141.0
variant_28563,158.0,6.0,3.0,0.0,0.0,0.0
variant_28564,103.0,3.0,1.0,3.0,0.0,1.0
variant_28565,252.0,38.0,19.0,59.0,53.0,41.0
variant_28566,147.0,27.0,7.0,6.0,0.0,0.0
variant_28567,44.0,0.0,0.0,0.0,0.0,0.0
variant_28568,65.0,4.0,0.0,0.0,0.0,0.0
variant_28569,120.0,2.0,0.0,0.0,0.0,0.0
variant_28570,1246.0,149.0,69.0,93.0,116.0,39.0
variant_28571,345.0,111.0,73.0,204.0,286.0,174.0
variant_28572,199.0,11.0,5.0,8.0,7.0,2.0
variant_28573,3883.0,787.0,453.0,978.0,1312.0,898.0
variant_28574,50.0,0.0,0.0,0.0,0.0,0.0
variant_28575,465.0,55.0,23.0,27.0,18.0,5.0
variant_28576,31.0,3.0,0.0,0.0,0.0,0.0
variant_28577,450.0,193.0,82.0,209.0,183.0,78.0
variant_28578,200.0,8.0,4.0,8.0,10.0,3.0
variant_28579,37.0,0.0,0.0,0.0,0.0,0.0
variant_28580,424.0,9.0,10.0,14.0,7.0,1.0
variant_28581,291.0,10.0,1.0,0.0,0.0,0.0
variant_28582,80.0,2.0,0.0,0.0,0.0,0.0
variant_28583,188.0,41.0,36.0,95.0,80.0,50.0
variant_28584,83.0,9.0,2.0,1.0,0.0,0.0
variant_28585,180.0,10.0,1.0,0.0,0.0,0.0
variant_28586,198.0,1.0,0.0,0.0,0.0,0.0
variant_28587,29.0,0.0,0.0,0.0,0.0,0.0
variant_28588,23.0,0.0,0.0,0.0,0.0,0.0
variant_28589,80.0,0.0,0.0,0.0,0.0,0.0
variant_28590,192.0,14.0,1.0,1.0,0.0,0.0
