,c_0,c_18,c_37,c_45
variant_23694,173.0,19.0,34.0,10.0
variant_23695,1106.0,112.0,233.0,227.0
variant_23696,824.0,191.0,153.0,217.0
variant_23697,2438.0,385.0,289.0,316.0
variant_23698,265.0,24.0,17.0,7.0
variant_23699,891.0,118.0,172.0,149.0
variant_23700,514.0,170.0,408.0,466.0
variant_23701,1039.0,312.0,802.0,851.0
variant_23702,1592.0,348.0,671.0,752.0
variant_23703,1246.0,277.0,473.0,410.0
variant_23704,3841.0,465.0,484.0,634.0
variant_23705,436.0,113.0,132.0,117.0
variant_23706,892.0,204.0,207.0,173.0
variant_23707,84.0,3.0,5.0,2.0
variant_23708,609.0,127.0,146.0,165.0
variant_23709,1879.0,231.0,166.0,119.0
variant_23710,725.0,63.0,146.0,84.0
variant_23711,280.0,30.0,5.0,8.0
variant_23712,168.0,0.0,0.0,0.0
variant_23713,1429.0,193.0,389.0,261.0
variant_23714,684.0,136.0,170.0,132.0
variant_23715,1507.0,270.0,434.0,461.0
variant_23716,599.0,94.0,142.0,170.0
variant_23717,23.0,0.0,0.0,0.0
variant_23718,1835.0,332.0,338.0,276.0
variant_23719,627.0,105.0,99.0,83.0
variant_23720,247.0,53.0,45.0,27.0
variant_23721,283.0,63.0,91.0,95.0
variant_23722,2789.0,547.0,784.0,582.0
variant_23723,239.0,23.0,18.0,5.0
variant_23724,3550.0,623.0,817.0,601.0
variant_23725,10701.0,1502.0,1688.0,1362.0
variant_23726,269.0,44.0,9.0,3.0
variant_23727,159.0,22.0,0.0,0.0
variant_23728,791.0,22.0,0.0,0.0
variant_23729,279.0,19.0,10.0,12.0
variant_23730,1461.0,162.0,151.0,190.0
variant_23731,433.0,114.0,136.0,72.0
variant_23732,908.0,58.0,0.0,8.0
variant_23733,485.0,68.0,96.0,58.0
variant_23734,672.0,72.0,83.0,100.0
variant_23735,799.0,252.0,380.0,213.0
variant_23736,372.0,103.0,286.0,386.0
variant_23737,344.0,39.0,25.0,34.0
variant_23738,420.0,33.0,43.0,4.0
variant_23739,357.0,36.0,5.0,0.0
variant_23740,612.0,24.0,0.0,2.0
variant_23741,298.0,55.0,130.0,119.0
variant_23742,475.0,176.0,130.0,128.0
variant_23743,65.0,6.0,0.0,0.0
variant_23744,23.0,0.0,0.0,0.0
variant_23745,282.0,52.0,39.0,35.0
variant_23746,337.0,54.0,7.0,20.0
variant_23747,190.0,22.0,38.0,1.0
variant_23748,456.0,103.0,112.0,103.0
variant_23749,15.0,8.0,0.0,0.0
variant_23750,743.0,59.0,52.0,7.0
variant_23751,362.0,11.0,15.0,0.0
variant_23752,106.0,17.0,6.0,0.0
variant_23753,215.0,31.0,61.0,29.0
variant_23754,22.0,2.0,15.0,0.0
variant_23755,168.0,24.0,18.0,7.0
variant_23756,353.0,81.0,109.0,63.0
variant_23757,217.0,64.0,155.0,132.0
variant_23758,50.0,2.0,8.0,0.0
variant_23759,577.0,153.0,256.0,191.0
variant_23760,289.0,76.0,121.0,70.0
variant_23761,1228.0,88.0,13.0,19.0
variant_23762,220.0,42.0,40.0,15.0
variant_23763,6225.0,963.0,1003.0,773.0
variant_23764,923.0,92.0,157.0,145.0
variant_23765,2349.0,440.0,605.0,428.0
variant_23766,324.0,76.0,52.0,72.0
variant_23767,436.0,77.0,76.0,59.0
variant_23768,781.0,55.0,29.0,9.0
variant_23769,182.0,21.0,0.0,1.0
variant_23770,151.0,13.0,25.0,9.0
variant_23771,2208.0,243.0,315.0,338.0
variant_23772,240.0,1.0,0.0,1.0
variant_23773,165.0,26.0,33.0,14.0
variant_23774,1052.0,179.0,271.0,227.0
variant_23775,46.0,0.0,0.0,0.0
variant_23776,5081.0,929.0,834.0,895.0
variant_23777,2196.0,367.0,576.0,436.0
variant_23778,2838.0,597.0,632.0,773.0
variant_23779,559.0,50.0,73.0,41.0
variant_23780,430.0,65.0,52.0,55.0
variant_23781,357.0,42.0,18.0,3.0
variant_23782,208.0,16.0,22.0,33.0
variant_23783,311.0,26.0,18.0,9.0
variant_23784,459.0,43.0,35.0,20.0
variant_23785,133.0,26.0,0.0,9.0
variant_23786,2308.0,348.0,454.0,274.0
variant_23787,435.0,6.0,0.0,14.0
variant_23788,1252.0,204.0,388.0,282.0
variant_23789,404.0,51.0,54.0,62.0
variant_23790,4111.0,698.0,822.0,721.0
variant_23791,262.0,11.0,19.0,11.0
variant_23792,168.0,23.0,9.0,14.0
variant_23793,419.0,84.0,242.0,154.0
variant_23794,136.0,7.0,37.0,20.0
variant_23795,934.0,288.0,302.0,268.0
variant_23796,30.0,0.0,0.0,2.0
variant_23797,43.0,11.0,0.0,0.0
variant_23798,5241.0,793.0,966.0,723.0
variant_23799,247.0,47.0,7.0,23.0
variant_23800,3253.0,386.0,470.0,276.0
variant_23801,248.0,7.0,0.0,3.0
variant_23802,160.0,7.0,16.0,1.0
variant_23803,440.0,66.0,37.0,86.0
variant_23804,2861.0,613.0,611.0,553.0
variant_23805,139.0,0.0,2.0,0.0
variant_23806,8232.0,1190.0,1154.0,1206.0
variant_23807,96.0,6.0,0.0,0.0
variant_23808,616.0,90.0,121.0,100.0
variant_23809,3693.0,511.0,549.0,485.0
variant_23810,3977.0,501.0,568.0,413.0
variant_23811,584.0,130.0,176.0,104.0
variant_23812,7.0,0.0,0.0,0.0
variant_23813,645.0,25.0,13.0,5.0
variant_23814,141.0,23.0,0.0,8.0
variant_23815,538.0,86.0,138.0,136.0
variant_23816,855.0,109.0,121.0,127.0
variant_23817,4665.0,717.0,636.0,489.0
variant_23818,62.0,0.0,8.0,8.0
variant_23819,48.0,2.0,0.0,0.0
variant_23820,115.0,5.0,7.0,1.0
variant_23821,487.0,89.0,47.0,64.0
variant_23822,4587.0,697.0,636.0,643.0
variant_23823,398.0,26.0,10.0,15.0
variant_23824,422.0,98.0,129.0,72.0
variant_23825,298.0,33.0,34.0,8.0
variant_23826,8799.0,1378.0,1570.0,1131.0
variant_23827,1365.0,263.0,241.0,69.0
variant_23828,67.0,3.0,2.0,0.0
variant_23829,55.0,21.0,14.0,13.0
variant_23830,236.0,25.0,32.0,2.0
variant_23831,370.0,53.0,52.0,32.0
variant_23832,816.0,154.0,240.0,150.0
variant_23833,116.0,8.0,0.0,5.0
variant_23834,3519.0,475.0,547.0,435.0
variant_23835,29.0,3.0,0.0,0.0
variant_23836,5169.0,967.0,1485.0,1148.0
variant_23837,19.0,0.0,0.0,0.0
variant_23838,259.0,39.0,0.0,1.0
variant_23839,151.0,22.0,8.0,5.0
variant_23840,5302.0,950.0,1155.0,989.0
variant_23841,793.0,142.0,179.0,111.0
variant_23842,335.0,6.0,0.0,0.0
variant_23843,565.0,63.0,70.0,62.0
variant_23844,6824.0,1419.0,1826.0,1609.0
variant_23845,524.0,106.0,87.0,47.0
variant_23846,821.0,80.0,37.0,31.0
variant_23847,29.0,14.0,0.0,3.0
variant_23848,561.0,146.0,158.0,227.0
variant_23849,288.0,18.0,52.0,23.0
variant_23850,172.0,22.0,6.0,12.0
variant_23851,3735.0,456.0,479.0,368.0
variant_23852,344.0,62.0,123.0,89.0
variant_23853,932.0,123.0,163.0,213.0
variant_23854,5626.0,955.0,1170.0,1019.0
variant_23855,596.0,150.0,108.0,64.0
variant_23856,2722.0,366.0,465.0,384.0
variant_23857,713.0,153.0,249.0,221.0
variant_23858,109.0,0.0,12.0,0.0
variant_23859,341.0,76.0,153.0,159.0
variant_23860,2748.0,355.0,478.0,343.0
variant_23861,109.0,19.0,0.0,2.0
variant_23862,133.0,5.0,9.0,1.0
variant_23863,99.0,23.0,0.0,0.0
variant_23864,193.0,34.0,35.0,33.0
variant_23865,2051.0,213.0,274.0,154.0
variant_23866,134.0,0.0,0.0,4.0
variant_23867,157.0,57.0,105.0,100.0
variant_23868,6575.0,87.0,42.0,69.0
variant_23869,456.0,6.0,0.0,1.0
variant_23870,214.0,0.0,0.0,0.0
variant_23871,371.0,4.0,0.0,4.0
variant_23872,4599.0,85.0,35.0,30.0
variant_23873,467.0,2.0,0.0,1.0
variant_23874,722.0,39.0,0.0,0.0
variant_23875,280.0,2.0,0.0,0.0
variant_23876,268.0,0.0,0.0,0.0
variant_23877,1044.0,3.0,2.0,0.0
variant_23878,1795.0,18.0,12.0,2.0
variant_23879,5665.0,827.0,989.0,797.0
variant_23880,119.0,59.0,1.0,4.0
variant_23881,679.0,15.0,0.0,0.0
variant_23882,3972.0,589.0,928.0,943.0
variant_23883,237.0,26.0,32.0,69.0
variant_23884,314.0,64.0,196.0,113.0
variant_23885,6487.0,1167.0,1613.0,1521.0
variant_23886,374.0,15.0,0.0,2.0
variant_23887,787.0,60.0,21.0,8.0
variant_23888,929.0,109.0,203.0,174.0
variant_23889,192.0,37.0,15.0,27.0
variant_23890,391.0,144.0,187.0,140.0
variant_23891,343.0,0.0,0.0,0.0
variant_23892,315.0,9.0,0.0,0.0
variant_23893,343.0,26.0,15.0,2.0
variant_23894,1976.0,348.0,494.0,313.0
variant_23895,308.0,36.0,20.0,35.0
variant_23896,1249.0,189.0,262.0,224.0
variant_23897,890.0,188.0,227.0,232.0
variant_23898,249.0,19.0,0.0,4.0
variant_23899,312.0,1.0,0.0,0.0
variant_23900,111.0,20.0,1.0,0.0
variant_23901,720.0,116.0,43.0,28.0
variant_23902,205.0,1.0,3.0,0.0
variant_23903,1784.0,179.0,237.0,222.0
variant_23904,119.0,3.0,0.0,0.0
variant_23905,741.0,96.0,76.0,9.0
variant_23906,1183.0,180.0,156.0,214.0
variant_23907,129.0,0.0,0.0,0.0
variant_23908,369.0,23.0,28.0,38.0
variant_23909,787.0,60.0,13.0,36.0
variant_23910,188.0,32.0,23.0,18.0
variant_23911,47.0,34.0,2.0,7.0
variant_23912,465.0,25.0,13.0,2.0
variant_23913,975.0,182.0,206.0,248.0
variant_23914,44.0,24.0,7.0,1.0
variant_23915,954.0,86.0,40.0,47.0
variant_23916,437.0,92.0,152.0,73.0
variant_23917,1368.0,239.0,301.0,371.0
variant_23918,23.0,0.0,8.0,2.0
variant_23919,289.0,34.0,19.0,58.0
variant_23920,1111.0,89.0,27.0,23.0
variant_23921,65.0,11.0,0.0,5.0
variant_23922,920.0,105.0,54.0,70.0
variant_23923,2769.0,290.0,314.0,280.0
variant_23924,11.0,2.0,0.0,0.0
variant_23925,361.0,38.0,31.0,14.0
variant_23926,732.0,76.0,56.0,23.0
variant_23927,115.0,2.0,3.0,0.0
variant_23928,442.0,39.0,45.0,28.0
variant_23929,556.0,55.0,36.0,19.0
variant_23930,1029.0,273.0,341.0,151.0
variant_23931,82.0,8.0,1.0,0.0
variant_23932,232.0,61.0,78.0,41.0
variant_23933,2200.0,375.0,432.0,492.0
variant_23934,958.0,102.0,132.0,149.0
variant_23935,432.0,3.0,0.0,0.0
variant_23936,1795.0,416.0,460.0,289.0
variant_23937,138.0,16.0,29.0,3.0
variant_23938,349.0,67.0,143.0,83.0
variant_23939,1557.0,245.0,417.0,410.0
variant_23940,201.0,30.0,0.0,0.0
variant_23941,999.0,149.0,135.0,110.0
variant_23942,173.0,33.0,76.0,35.0
variant_23943,816.0,123.0,77.0,83.0
variant_23944,587.0,124.0,280.0,242.0
variant_23945,216.0,4.0,0.0,24.0
variant_23946,848.0,108.0,266.0,248.0
variant_23947,226.0,17.0,9.0,3.0
variant_23948,2463.0,386.0,379.0,463.0
variant_23949,1166.0,232.0,256.0,242.0
variant_23950,1271.0,181.0,345.0,303.0
variant_23951,1396.0,258.0,272.0,293.0
variant_23952,319.0,27.0,41.0,4.0
variant_23953,429.0,81.0,171.0,150.0
variant_23954,984.0,103.0,138.0,220.0
variant_23955,1499.0,154.0,92.0,64.0
variant_23956,209.0,9.0,5.0,0.0
variant_23957,2626.0,348.0,350.0,409.0
variant_23958,220.0,42.0,82.0,82.0
variant_23959,83.0,13.0,0.0,2.0
variant_23960,417.0,80.0,20.0,28.0
variant_23961,673.0,189.0,185.0,130.0
variant_23962,639.0,59.0,48.0,29.0
variant_23963,919.0,88.0,17.0,19.0
variant_23964,826.0,112.0,139.0,96.0
variant_23965,182.0,8.0,0.0,10.0
variant_23966,318.0,17.0,10.0,8.0
variant_23967,234.0,6.0,2.0,27.0
variant_23968,243.0,90.0,152.0,78.0
variant_23969,252.0,12.0,10.0,0.0
variant_23970,1443.0,419.0,331.0,235.0
variant_23971,129.0,8.0,5.0,0.0
variant_23972,1013.0,185.0,206.0,176.0
variant_23973,655.0,77.0,121.0,75.0
variant_23974,142.0,13.0,22.0,9.0
variant_23975,961.0,151.0,181.0,94.0
variant_23976,501.0,46.0,115.0,62.0
variant_23977,128.0,14.0,3.0,1.0
variant_23978,644.0,99.0,99.0,45.0
variant_23979,29.0,0.0,15.0,11.0
variant_23980,160.0,15.0,10.0,6.0
variant_23981,1418.0,202.0,316.0,208.0
variant_23982,1080.0,188.0,440.0,296.0
variant_23983,52.0,3.0,0.0,0.0
variant_23984,225.0,13.0,0.0,4.0
variant_23985,353.0,49.0,13.0,6.0
variant_23986,431.0,114.0,200.0,220.0
variant_23987,2080.0,353.0,622.0,444.0
variant_23988,339.0,55.0,16.0,96.0
variant_23989,1597.0,245.0,330.0,253.0
variant_23990,32.0,2.0,14.0,0.0
variant_23991,234.0,27.0,32.0,4.0
variant_23992,1728.0,190.0,207.0,117.0
variant_23993,580.0,76.0,73.0,76.0
variant_23994,113.0,3.0,3.0,8.0
variant_23995,65.0,0.0,12.0,0.0
variant_23996,636.0,143.0,163.0,122.0
variant_23997,914.0,259.0,301.0,153.0
variant_23998,63.0,1.0,10.0,4.0
variant_23999,143.0,0.0,0.0,7.0
variant_24000,1201.0,325.0,392.0,265.0
variant_24001,60.0,13.0,3.0,0.0
variant_24002,1262.0,282.0,433.0,396.0
variant_24003,164.0,22.0,28.0,15.0
variant_24004,135.0,9.0,9.0,3.0
variant_24005,214.0,11.0,19.0,8.0
variant_24006,974.0,152.0,396.0,191.0
variant_24007,6543.0,1323.0,2002.0,1703.0
variant_24008,225.0,70.0,39.0,34.0
variant_24009,187.0,16.0,11.0,14.0
variant_24010,1363.0,260.0,502.0,438.0
variant_24011,433.0,71.0,138.0,114.0
variant_24012,476.0,51.0,9.0,1.0
variant_24013,198.0,0.0,7.0,0.0
variant_24014,1158.0,191.0,150.0,227.0
variant_24015,546.0,80.0,20.0,14.0
variant_24016,96.0,0.0,0.0,12.0
variant_24017,884.0,158.0,248.0,217.0
variant_24018,397.0,141.0,150.0,112.0
variant_24019,257.0,53.0,110.0,144.0
variant_24020,933.0,251.0,460.0,293.0
variant_24021,2923.0,416.0,242.0,283.0
variant_24022,710.0,73.0,22.0,24.0
variant_24023,627.0,155.0,175.0,179.0
variant_24024,620.0,143.0,98.0,73.0
variant_24025,1083.0,316.0,426.0,412.0
variant_24026,86.0,7.0,0.0,3.0
variant_24027,162.0,9.0,6.0,7.0
variant_24028,696.0,137.0,155.0,184.0
variant_24029,251.0,37.0,15.0,2.0
variant_24030,123.0,12.0,20.0,0.0
variant_24031,533.0,179.0,197.0,168.0
variant_24032,96.0,24.0,12.0,3.0
variant_24033,611.0,82.0,35.0,18.0
variant_24034,116.0,18.0,7.0,10.0
variant_24035,197.0,34.0,2.0,15.0
variant_24036,756.0,138.0,175.0,155.0
variant_24037,628.0,46.0,10.0,15.0
variant_24038,750.0,160.0,238.0,156.0
variant_24039,211.0,9.0,20.0,7.0
variant_24040,204.0,3.0,1.0,5.0
variant_24041,805.0,195.0,240.0,151.0
variant_24042,1222.0,366.0,508.0,374.0
variant_24043,3183.0,452.0,427.0,334.0
variant_24044,408.0,82.0,137.0,118.0
variant_24045,604.0,120.0,149.0,105.0
variant_24046,10.0,6.0,0.0,2.0
variant_24047,226.0,12.0,8.0,4.0
variant_24048,54.0,16.0,0.0,4.0
variant_24049,206.0,64.0,105.0,82.0
variant_24050,4706.0,783.0,1018.0,954.0
variant_24051,107.0,0.0,0.0,0.0
variant_24052,700.0,152.0,227.0,158.0
variant_24053,498.0,53.0,66.0,78.0
variant_24054,146.0,0.0,0.0,0.0
variant_24055,107.0,0.0,0.0,0.0
variant_24056,357.0,74.0,55.0,14.0
variant_24057,1296.0,347.0,441.0,294.0
variant_24058,447.0,53.0,1.0,22.0
variant_24059,3126.0,402.0,867.0,639.0
variant_24060,6542.0,898.0,715.0,494.0
variant_24061,333.0,92.0,20.0,30.0
variant_24062,168.0,18.0,31.0,19.0
variant_24063,444.0,20.0,3.0,0.0
variant_24064,37.0,10.0,0.0,0.0
variant_24065,260.0,21.0,0.0,0.0
variant_24066,217.0,15.0,0.0,0.0
variant_24067,443.0,84.0,80.0,14.0
variant_24068,843.0,15.0,1.0,1.0
variant_24069,147.0,19.0,14.0,7.0
variant_24070,274.0,46.0,31.0,4.0
variant_24071,332.0,0.0,0.0,0.0
variant_24072,29.0,3.0,0.0,0.0
variant_24073,251.0,56.0,62.0,64.0
variant_24074,22.0,3.0,0.0,0.0
variant_24075,654.0,89.0,115.0,51.0
variant_24076,121.0,0.0,2.0,1.0
variant_24077,760.0,225.0,104.0,107.0
variant_24078,618.0,112.0,43.0,43.0
variant_24079,166.0,24.0,50.0,45.0
variant_24080,773.0,90.0,71.0,71.0
variant_24081,267.0,33.0,12.0,3.0
variant_24082,1480.0,392.0,535.0,524.0
variant_24083,446.0,46.0,82.0,53.0
variant_24084,695.0,147.0,276.0,350.0
variant_24085,34.0,1.0,0.0,0.0
variant_24086,18.0,7.0,0.0,0.0
variant_24087,3942.0,705.0,595.0,437.0
variant_24088,527.0,100.0,191.0,121.0
variant_24089,791.0,171.0,186.0,168.0
variant_24090,270.0,44.0,7.0,9.0
variant_24091,307.0,54.0,32.0,21.0
variant_24092,1357.0,133.0,58.0,69.0
variant_24093,604.0,21.0,6.0,9.0
variant_24094,136.0,23.0,14.0,4.0
variant_24095,541.0,11.0,3.0,0.0
variant_24096,217.0,16.0,0.0,1.0
variant_24097,428.0,16.0,11.0,6.0
variant_24098,619.0,20.0,0.0,2.0
variant_24099,442.0,94.0,77.0,50.0
variant_24100,688.0,47.0,18.0,18.0
variant_24101,36.0,6.0,0.0,0.0
variant_24102,27.0,7.0,1.0,0.0
variant_24103,1054.0,136.0,71.0,41.0
variant_24104,6225.0,881.0,1150.0,1036.0
variant_24105,66.0,4.0,0.0,0.0
variant_24106,606.0,71.0,57.0,21.0
variant_24107,467.0,50.0,52.0,56.0
variant_24108,1049.0,185.0,424.0,237.0
variant_24109,190.0,40.0,49.0,30.0
variant_24110,327.0,48.0,35.0,2.0
variant_24111,1893.0,232.0,378.0,178.0
variant_24112,111.0,7.0,0.0,5.0
variant_24113,263.0,84.0,64.0,61.0
variant_24114,782.0,174.0,146.0,182.0
variant_24115,189.0,15.0,0.0,0.0
variant_24116,751.0,32.0,81.0,16.0
variant_24117,1451.0,318.0,327.0,294.0
variant_24118,682.0,82.0,105.0,145.0
variant_24119,463.0,26.0,16.0,39.0
variant_24120,1155.0,164.0,343.0,249.0
variant_24121,259.0,97.0,162.0,116.0
variant_24122,153.0,15.0,3.0,6.0
variant_24123,73.0,19.0,26.0,3.0
variant_24124,966.0,210.0,215.0,230.0
variant_24125,327.0,29.0,11.0,3.0
variant_24126,200.0,61.0,36.0,38.0
variant_24127,130.0,12.0,0.0,9.0
variant_24128,31.0,0.0,0.0,0.0
variant_24129,294.0,46.0,15.0,5.0
variant_24130,482.0,99.0,192.0,152.0
variant_24131,1665.0,435.0,690.0,627.0
variant_24132,3128.0,414.0,554.0,651.0
variant_24133,627.0,54.0,8.0,17.0
variant_24134,1645.0,226.0,180.0,56.0
variant_24135,529.0,80.0,88.0,145.0
variant_24136,994.0,188.0,415.0,348.0
variant_24137,1436.0,168.0,269.0,321.0
variant_24138,185.0,46.0,66.0,7.0
variant_24139,89.0,4.0,0.0,1.0
variant_24140,300.0,45.0,163.0,107.0
variant_24141,524.0,39.0,27.0,47.0
variant_24142,1501.0,188.0,220.0,311.0
variant_24143,451.0,14.0,31.0,33.0
variant_24144,54.0,15.0,4.0,4.0
variant_24145,319.0,30.0,26.0,4.0
variant_24146,2464.0,389.0,781.0,835.0
variant_24147,188.0,14.0,24.0,0.0
variant_24148,854.0,68.0,61.0,56.0
variant_24149,1893.0,400.0,645.0,609.0
variant_24150,709.0,58.0,52.0,155.0
variant_24151,1220.0,242.0,337.0,351.0
variant_24152,1.0,4.0,0.0,4.0
variant_24153,210.0,107.0,200.0,176.0
variant_24154,1200.0,150.0,187.0,124.0
variant_24155,823.0,106.0,58.0,23.0
variant_24156,1963.0,271.0,314.0,368.0
variant_24157,512.0,48.0,56.0,40.0
variant_24158,181.0,23.0,147.0,117.0
variant_24159,491.0,39.0,45.0,30.0
variant_24160,372.0,62.0,34.0,63.0
variant_24161,113.0,37.0,39.0,3.0
variant_24162,522.0,53.0,95.0,62.0
variant_24163,1003.0,179.0,271.0,259.0
variant_24164,192.0,30.0,53.0,10.0
variant_24165,1879.0,369.0,555.0,476.0
variant_24166,577.0,57.0,37.0,64.0
variant_24167,1073.0,140.0,155.0,191.0
variant_24168,248.0,44.0,5.0,7.0
variant_24169,825.0,100.0,52.0,60.0
variant_24170,326.0,28.0,13.0,20.0
variant_24171,552.0,71.0,49.0,37.0
variant_24172,124.0,16.0,110.0,48.0
variant_24173,364.0,70.0,102.0,58.0
variant_24174,235.0,16.0,8.0,0.0
variant_24175,598.0,67.0,111.0,105.0
variant_24176,671.0,73.0,12.0,13.0
variant_24177,630.0,90.0,110.0,146.0
variant_24178,1785.0,200.0,406.0,372.0
variant_24179,137.0,10.0,3.0,0.0
variant_24180,905.0,49.0,58.0,35.0
variant_24181,374.0,96.0,67.0,89.0
variant_24182,212.0,21.0,51.0,16.0
variant_24183,277.0,14.0,13.0,12.0
variant_24184,232.0,32.0,0.0,16.0
variant_24185,1260.0,192.0,184.0,98.0
variant_24186,1365.0,288.0,258.0,231.0
variant_24187,103.0,0.0,0.0,0.0
variant_24188,1215.0,285.0,507.0,511.0
variant_24189,367.0,22.0,20.0,7.0
variant_24190,286.0,38.0,9.0,6.0
variant_24191,349.0,32.0,4.0,5.0
variant_24192,160.0,31.0,53.0,26.0
variant_24193,725.0,184.0,456.0,385.0
variant_24194,727.0,241.0,236.0,221.0
variant_24195,12.0,18.0,9.0,7.0
variant_24196,897.0,96.0,106.0,48.0
variant_24197,1088.0,237.0,335.0,211.0
variant_24198,1075.0,225.0,399.0,411.0
variant_24199,10728.0,1501.0,1757.0,1341.0
variant_24200,697.0,76.0,62.0,18.0
variant_24201,372.0,35.0,78.0,61.0
variant_24202,349.0,51.0,54.0,32.0
variant_24203,390.0,55.0,55.0,62.0
variant_24204,81.0,21.0,0.0,0.0
variant_24205,933.0,166.0,357.0,286.0
variant_24206,1036.0,273.0,619.0,494.0
variant_24207,1479.0,209.0,387.0,343.0
variant_24208,2680.0,492.0,725.0,536.0
variant_24209,167.0,16.0,13.0,7.0
variant_24210,1473.0,292.0,357.0,257.0
variant_24211,649.0,118.0,159.0,165.0
variant_24212,14.0,0.0,0.0,0.0
variant_24213,106.0,23.0,10.0,14.0
variant_24214,1843.0,438.0,754.0,785.0
variant_24215,279.0,35.0,105.0,84.0
variant_24216,803.0,99.0,99.0,126.0
variant_24217,983.0,153.0,172.0,158.0
variant_24218,191.0,11.0,24.0,12.0
variant_24219,411.0,84.0,89.0,101.0
variant_24220,307.0,45.0,43.0,45.0
variant_24221,268.0,8.0,27.0,0.0
variant_24222,263.0,10.0,20.0,1.0
variant_24223,387.0,77.0,61.0,76.0
variant_24224,99.0,3.0,0.0,0.0
variant_24225,147.0,3.0,13.0,0.0
variant_24226,1669.0,383.0,513.0,332.0
variant_24227,160.0,29.0,26.0,15.0
variant_24228,114.0,13.0,9.0,0.0
variant_24229,275.0,68.0,38.0,59.0
variant_24230,120.0,1.0,7.0,26.0
variant_24231,1264.0,195.0,316.0,211.0
variant_24232,821.0,240.0,302.0,168.0
variant_24233,1518.0,232.0,394.0,394.0
variant_24234,468.0,26.0,3.0,14.0
variant_24235,38.0,0.0,0.0,0.0
variant_24236,206.0,7.0,24.0,21.0
variant_24237,822.0,100.0,70.0,46.0
variant_24238,292.0,72.0,114.0,98.0
variant_24239,145.0,6.0,0.0,5.0
variant_24240,410.0,69.0,10.0,8.0
variant_24241,1399.0,240.0,488.0,264.0
variant_24242,252.0,25.0,28.0,4.0
variant_24243,164.0,52.0,44.0,46.0
variant_24244,1488.0,269.0,258.0,254.0
variant_24245,606.0,163.0,246.0,228.0
variant_24246,487.0,34.0,48.0,31.0
variant_24247,56.0,3.0,0.0,0.0
variant_24248,1223.0,230.0,339.0,328.0
variant_24249,643.0,57.0,26.0,20.0
variant_24250,533.0,93.0,137.0,118.0
variant_24251,166.0,20.0,0.0,5.0
variant_24252,125.0,25.0,17.0,0.0
variant_24253,2507.0,474.0,614.0,654.0
variant_24254,282.0,22.0,9.0,1.0
variant_24255,66.0,14.0,22.0,32.0
variant_24256,48.0,2.0,0.0,0.0
variant_24257,712.0,281.0,399.0,434.0
variant_24258,7103.0,1299.0,1510.0,1414.0
variant_24259,772.0,153.0,249.0,151.0
variant_24260,26.0,0.0,0.0,0.0
variant_24261,224.0,38.0,17.0,2.0
variant_24262,822.0,147.0,171.0,123.0
variant_24263,544.0,91.0,60.0,16.0
variant_24264,334.0,49.0,31.0,4.0
variant_24265,1794.0,294.0,269.0,319.0
variant_24266,675.0,111.0,25.0,99.0
variant_24267,1174.0,330.0,394.0,256.0
variant_24268,468.0,130.0,110.0,82.0
variant_24269,839.0,113.0,180.0,211.0
variant_24270,305.0,20.0,1.0,3.0
variant_24271,502.0,125.0,263.0,234.0
variant_24272,846.0,203.0,210.0,175.0
variant_24273,91.0,12.0,9.0,0.0
variant_24274,109.0,4.0,0.0,7.0
variant_24275,535.0,63.0,18.0,8.0
variant_24276,1456.0,397.0,892.0,454.0
variant_24277,339.0,103.0,86.0,72.0
variant_24278,261.0,55.0,64.0,76.0
variant_24279,141.0,16.0,7.0,11.0
variant_24280,346.0,40.0,2.0,4.0
variant_24281,2050.0,322.0,345.0,227.0
variant_24282,125.0,23.0,11.0,1.0
variant_24283,146.0,37.0,14.0,4.0
variant_24284,338.0,64.0,23.0,20.0
variant_24285,9432.0,1333.0,1442.0,1103.0
variant_24286,594.0,86.0,83.0,50.0
variant_24287,517.0,8.0,0.0,0.0
variant_24288,1578.0,21.0,0.0,0.0
variant_24289,280.0,26.0,19.0,1.0
variant_24290,287.0,26.0,25.0,8.0
variant_24291,125.0,4.0,0.0,0.0
variant_24292,633.0,211.0,264.0,165.0
variant_24293,14.0,0.0,0.0,0.0
variant_24294,79.0,19.0,9.0,7.0
variant_24295,40.0,17.0,5.0,0.0
variant_24296,246.0,76.0,80.0,22.0
variant_24297,28.0,11.0,82.0,26.0
variant_24298,628.0,66.0,84.0,65.0
variant_24299,430.0,25.0,3.0,16.0
variant_24300,88.0,21.0,29.0,11.0
variant_24301,694.0,142.0,158.0,224.0
variant_24302,83.0,24.0,15.0,3.0
variant_24303,76.0,0.0,1.0,0.0
variant_24304,117.0,17.0,41.0,70.0
variant_24305,146.0,36.0,14.0,0.0
variant_24306,282.0,49.0,39.0,24.0
variant_24307,280.0,37.0,3.0,11.0
variant_24308,112.0,12.0,31.0,67.0
variant_24309,857.0,127.0,67.0,104.0
variant_24310,394.0,19.0,10.0,6.0
variant_24311,526.0,62.0,102.0,78.0
variant_24312,274.0,148.0,469.0,510.0
variant_24313,909.0,178.0,536.0,686.0
variant_24314,184.0,14.0,2.0,3.0
variant_24315,261.0,26.0,25.0,15.0
variant_24316,173.0,10.0,3.0,6.0
variant_24317,409.0,87.0,172.0,83.0
variant_24318,521.0,33.0,20.0,27.0
variant_24319,257.0,45.0,17.0,5.0
variant_24320,66.0,0.0,3.0,0.0
