,T0PV,T1,T2,T3,T4,T5
variant_2222,2807,2,2,1,4,0
variant_2223,4941,1,3,4,3,0
variant_2224,1224,0,3,0,0,0
variant_2225,1075,1,1,1,0,1
variant_2226,1522,0,1,1,0,0
variant_2227,1556,0,1,1,0,0
variant_2228,1962,0,2,3,2,0
variant_2229,3711,0,1,2,2,1
variant_2230,1575,1,1,3,0,0
variant_2231,4969,1,4,4,2,1
variant_2232,2237,1,1,0,0,1
variant_2233,2230,492,114,3,1,0
variant_2234,6531,0,3,5,2,1
variant_2235,14423,4,6,6,2,1
variant_2236,3964,1,2,6,0,0
variant_2237,4806,1,8,6,2,2
variant_2238,3188,0,3,2,2,0
variant_2239,1901,1,0,0,0,1
variant_2240,3021,1,2,1,2,0
variant_2241,2564,1,0,1,0,0
variant_2242,1021,0,2,1,0,1
variant_2243,10581,125,8,9,3,2
variant_2244,2675,1,3,3,0,0
variant_2245,2644,1,0,3,2,0
variant_2246,2438,0,4,5,0,1
variant_2247,1517,0,2,2,1,0
variant_2248,865,4,333,2,1,0
variant_2249,104,20,54,4325,5,2
variant_2250,17432,4649,349,18,5,6
variant_2251,1953,0,47,0,0,1
variant_2252,1653,1,2,3,0,0
variant_2253,17,1728,3,0,0,2
variant_2254,2020,1,2,1,0,0
variant_2255,6125,2,7,3,2,0
variant_2256,2049,0,2,0,2,0
variant_2257,2719,1,223,2,1,0
variant_2258,147,16507,26,5,0,4
variant_2259,5061,1037,3,2,0,2
variant_2260,1517,0,0,2,0,0
variant_2261,1455,0,2,2,2,0
variant_2262,18933,1941,403,19,8,2
variant_2263,1228,0,1,0,0,0
variant_2264,19241,7292,399,24,6,5
variant_2265,1954,102,0,2,0,1
variant_2266,43,2845,14,1,0,1
variant_2267,1460,0,0,2,0,1
variant_2268,9418,0,21,10,1,2
variant_2269,2132,0,2,3,1,0
variant_2270,2977,0,45,1040,0,0
variant_2271,8078,0,168,6,3,1
variant_2272,7399,5,454,11,1,1
variant_2273,4458,1,3,4,1,1
variant_2274,1703,0,11,4,1,0
variant_2275,1660,1,1,0,0,0
variant_2276,7551,3,3,4,2,2
variant_2277,3890,1,4,3,2,1
variant_2278,996,0,17,0,0,0
variant_2279,92085,7229,4489,1106,25,11
variant_2280,5876,0,6,5,2,0
variant_2281,3073,0,281,0,1,0
variant_2282,5466,1525,68,3,2,1
variant_2283,2336,0,1,0,1,1
variant_2284,1017,0,0,1,0,0
variant_2285,6547,2,2,15,6,2
variant_2286,4084,1,2,5,0,0
variant_2287,3836,4,2,2,0,0
variant_2288,100810,11529,2238,87,22,17
variant_2289,5114,1,35,3,0,0
variant_2290,109,4074,6,1,1,1
variant_2291,1199,1,0,1,2,0
variant_2292,1573,0,0,3,1,0
variant_2293,2699,0,1,0,0,0
variant_2294,5008,6948,35337,116319,12205,4673
variant_2295,3,6,31,1172,8,3
variant_2296,6901,0,4,6,2,0
variant_2297,1774,0,640,1,0,0
variant_2298,1247,1,4,0,0,1
variant_2299,908,168,21,0,0,0
variant_2300,2722,1,0,3,2,0
variant_2301,3466,1,2,6,0,1
variant_2302,1122,0,1,0,0,0
variant_2303,2020,1,2,2,3,0
variant_2304,2533,1,28,7,0,0
variant_2305,2703,1,3,6,1,0
variant_2306,24,46,81,3844,1769,2151
variant_2307,17127,3475,242,23,5,1
variant_2308,1264,1,0,1,0,1
variant_2309,3216,2,2,1,2,0
variant_2310,1312,1,0,1,0,1
variant_2311,818,7775,443,6,3,3
variant_2312,4541,1,1,2,1,0
variant_2313,29,9032,39,2,2,1
variant_2314,1448,0,2,2,0,0
variant_2315,173,4330,187,1,0,0
variant_2316,1307,0,0,2,1,0
variant_2317,1084,0,2,0,0,0
variant_2318,4535,1,0,2,1,0
variant_2319,1633,0,2,2,1,0
variant_2320,1711,0,0,2,0,0
variant_2321,2130,0,0,2,1,0
variant_2322,5582,0,3,3,0,1
variant_2323,8780,727,241,8,3,2
variant_2324,328,1531,1,0,0,1
variant_2325,3446,1,3,5,1,0
variant_2326,1629,1,0,2,0,0
variant_2327,2921,2,2,2,1,0
variant_2328,1730,0,1,1,0,0
variant_2329,7718,6136,226,11,6,4
variant_2330,4064,181557,9156,173,25,18
variant_2331,40,1828,89,2,0,0
variant_2332,998,1,2,1,0,0
variant_2333,1149,0,1,3,0,0
variant_2334,2721,0,0,4,1,0
variant_2335,26,35,31055,2657,1547,10379
variant_2336,1395,0,2,0,0,1
variant_2337,1315,0,1,1,2,0
variant_2338,913,2955,2,3,0,1
variant_2339,1209,45,0,2,1,0
variant_2340,2957,1,8,1,0,1
variant_2341,4695,0,4,6,1,0
variant_2342,1502,2,213,2,0,0
variant_2343,1092,0,0,2,0,0
variant_2344,1346,0,1,2,1,0
variant_2345,5022,0,6,7,2,0
variant_2346,1581,0,1,1,0,0
variant_2347,1511,1,1,1,1,0
variant_2348,4117,1,2,1,1,1
variant_2349,7891,2,3,10,1,0
variant_2350,1274,0,0,1,2,0
variant_2351,51,3480,2,0,1,0
variant_2352,1137,0,1,2,2,0
variant_2353,4905,0,3,3,2,0
variant_2354,12942,1,39,10,3,0
variant_2355,5726,1,6,7,0,0
variant_2356,3589,0,241,4,2,0
variant_2357,1368,0,1,1,1,0
variant_2358,1345,1459,10,3,0,1
variant_2359,3633,5,1,2,1,0
variant_2360,666,4008,5223,243,2,1
variant_2361,1709,0,5,1,1,0
variant_2362,1964,0,3,1,0,0
variant_2363,6431,2,4,4,1,2
variant_2364,1617,0,0,1,1,0
variant_2365,3532,2,0,2,1,0
variant_2366,1590,1,1,1,0,0
variant_2367,1040,0,0,2,0,0
variant_2368,3329,4371,482,6,3,1
variant_2369,13605,4520,883,675,5,3
variant_2370,7457,0,11,4,5,1
variant_2371,1669,0,0,2,2,0
variant_2372,1290,1,1,0,0,0
variant_2373,34562,3547,4264,45,10,4
variant_2374,13293,964,167,34,2,0
variant_2375,1913,3732,1281,7,2,3
variant_2376,1524,0,2,1,1,0
variant_2377,469,1712,313,2,0,0
variant_2378,9313,1,2,9,2,0
variant_2379,247,7100,2705,7,2,0
variant_2380,2052,0,0,5,0,0
variant_2381,5135,2200,544,4,0,0
variant_2382,3414,0,0,1,3,0
variant_2383,6961,0,4,5,1,1
variant_2384,14976,2,221,12,3,1
variant_2385,7230,2,490,4,0,0
variant_2386,3321,1,23,2,0,0
variant_2387,92919,14445,10528,9414,85,191
variant_2388,896,0,138,511,0,1
variant_2389,2446,0,2,3,2,1
variant_2390,1079,2,1,1,0,1
variant_2391,4858,1,69,6,1,0
variant_2392,4568,1,2,2,1,0
variant_2393,1935,1,12,2,0,0
variant_2394,1572,0,0,1,0,1
variant_2395,1168,0,0,1,0,0
variant_2396,6451,1275,39,10,1,1
variant_2397,1355,1,0,2,0,0
variant_2398,1179,0,2,0,0,0
variant_2399,4651,0,3,1,2,0
variant_2400,2982,0,3,6,1,0
variant_2401,1579,0,1,2,1,0
variant_2402,12653,6,8,6,4,3
variant_2403,91,1253,12,0,1,0
variant_2404,1010,0,1,1,1,0
variant_2405,1455,0,1,1,1,0
variant_2406,15984,4377,33,19,10,4
variant_2407,11361,3,9,8,4,1
variant_2408,1040,0,0,2,0,0
variant_2409,70204,883,160,66,35,10
variant_2410,5637,3,1,6,2,2
variant_2411,4197,2919,180,3,0,1
variant_2412,1836,0,0,1,2,0
variant_2413,1364,1,1,0,0,0
variant_2414,1061,1,0,2,0,0
variant_2415,3497,1444,2,4,2,0
variant_2416,3636,1,3,2,0,1
variant_2417,2995,3,3,3,1,0
variant_2418,3224,0,1,4,0,1
variant_2419,1554,0,1,0,1,0
variant_2420,525,3939,23,1,1,0
variant_2421,971,0,283,1,0,0
variant_2422,53323,2301,73,55,15,3
variant_2423,25087,6,15,18,10,3
variant_2424,1514,2181,31,2,2,1
variant_2425,56,136,420,222,209,925
variant_2426,1549,369,568,5,1,0
variant_2427,1680,1,0,1,0,0
variant_2428,1916,0,0,2,1,0
variant_2429,239,2491,3,0,0,0
variant_2430,1538,0,0,2,0,0
variant_2431,2035,0,1,0,0,0
variant_2432,1188,0,0,2,0,0
variant_2433,1262,0,1,1,0,0
variant_2434,35619,5591,2019,39,13,4
variant_2435,6024,1055,825,11,3,1
variant_2436,6716,0,2,7,1,0
variant_2437,11060,1,44,15,1,0
variant_2438,1173,0,2,0,0,0
variant_2439,1391,1,2,1,0,0
variant_2440,1930,2710,137,4,0,2
variant_2441,3414,1,0,7,1,1
variant_2442,3512,1,1,5,0,0
variant_2443,1164,0,1,2,0,0
variant_2444,1137,0,0,1,1,0
variant_2445,6388,9789,1490,12,5,3
variant_2446,22554,793,191,27,10,0
variant_2447,2202,2,2,0,0,0
variant_2448,4200,0,9,2,1,1
variant_2449,409,2387,6,2,1,0
variant_2450,7666,1,5,8,2,1
variant_2451,4839,0,1,10,3,1
variant_2452,1015,0,0,1,0,0
variant_2453,35804,6969,1425,38,14,9
variant_2454,45308,7130,3412,3162,46,4
variant_2455,1889,1,1,2,0,0
variant_2456,1767,1,2,1,0,0
variant_2457,3564,0,60,5,2,0
variant_2458,1929,0,13,1,1,0
variant_2459,2510,0,1,2,1,1
variant_2460,1140,0,1,0,1,0
variant_2461,9750,0,5,8,4,1
variant_2462,2926,0,2,1,0,0
variant_2463,339,4194,58,2,2,1
variant_2464,1651,0,2,2,0,0
variant_2465,2177,0,1,3,0,0
variant_2466,1764,0,1,1,0,1
variant_2467,1878,0,2,0,3,1
variant_2468,1938,1579,5,4,1,1
variant_2469,3950,2,92,3,3,1
variant_2470,1052,0,0,0,1,1
variant_2471,1144,0,0,0,0,0
variant_2472,8339,2545,10,13,4,0
variant_2473,13620,2161,52,21,2,0
variant_2474,1775,0,1,0,1,0
variant_2475,1830,1,0,2,0,0
variant_2476,40511,1208,143,41,14,3
variant_2477,3888,0,2,5,0,0
variant_2478,31446,5084,4726,893,9,3
variant_2479,5199,4,357,4,1,2
variant_2480,89958,142689,197876,249944,92637,98026
variant_2481,277,310,419,712,202,186
variant_2482,233,236,394,430,172,156
variant_2483,4655,0,11,2,0,1
variant_2484,240,388,488,670,209,218
variant_2485,224,158,258,1798,130,115
variant_2486,14,26,54,885,18,26
variant_2487,98324,12321,52882,131936,53609,52244
variant_2488,330,45,121,437,150,149
variant_2489,348,34,145,328,146,123
variant_2490,1141,1,0,3,0,0
variant_2491,284,30,124,427,130,119
variant_2492,23199,13088,14964,5500,2489,8
variant_2493,5250,0,709,1,5,1
variant_2494,1351,0,0,0,1,0
variant_2495,3028,1,12,2,1,3
variant_2496,17,24,37,1969,18,12
variant_2497,11085,12543,1584,26,3,2
variant_2498,7421,1600,520,8,2,1
variant_2499,22519,3,62,25,10,2
variant_2500,27042,11,589,17,9,6
variant_2501,3871,4383,3979,8082,399,0
variant_2502,18619,3139,846,24,10,3
variant_2503,19189,712,869,2224,5,4
variant_2504,2783,0,2,3,3,0
variant_2505,48772,3697,7029,1786,19,5
variant_2506,24108,2464,519,31,5,1
variant_2507,23997,2943,1371,401,3,3
variant_2508,2604,2470,1418,2785,449,113
variant_2509,3708,1,2,4,1,0
variant_2510,8503,0,218,8,2,0
variant_2511,3997,1,118,0,2,0
variant_2512,34934,10243,214,32,16,6
variant_2513,3480,2,52,5,1,0
variant_2514,1181,0,0,1,1,0
variant_2515,1311,0,0,0,3,0
variant_2516,1058,0,0,0,0,1
variant_2517,4913,8613,351,8,6,3
variant_2518,991,1,107,1,1,1
variant_2519,788,103,144,169,271,196
variant_2520,1152,0,5,2,0,0
variant_2521,255027,44098,25653,39543,3029,2161
variant_2522,25569,6,436,915,4,3
variant_2523,1442,2249,204,5,1,1
variant_2524,3388,1,0,3,0,0
variant_2525,146738,21830,14697,19717,994,2930
variant_2526,18449,15363,8470,387,11,7
variant_2527,116,3037,2929,40,2,1
variant_2528,6283,2,6,5,1,3
variant_2529,47432,9118,12495,19833,359,7
variant_2530,11817,3362,1661,58,6,2
variant_2531,7818,6,1012,5,5,1
variant_2532,10392,3,212,846,5,0
variant_2533,9,3,19,1323,0,0
variant_2534,883,2125,3,2,1,0
variant_2535,1428,0,0,1,1,0
variant_2536,2484,0,1,2,0,0
variant_2537,1840,0,1,1,1,0
variant_2538,1774,0,2,2,0,1
variant_2539,299638,41789,16799,11538,796,38
variant_2540,964,126,46,31,1,0
variant_2541,917,111,40,43,2,0
variant_2542,10100,755,142,7,1,0
variant_2543,5082,7,1969,2425,4,0
variant_2544,3801,1,1,6,0,0
variant_2545,4049,0,1,3,1,0
variant_2546,2111,0,2,0,0,0
variant_2547,20,6,16,2315,0,0
variant_2548,16168,4136,125,15,6,6
variant_2549,2793,15825,775,366,1,5
variant_2550,780,2834,64,0,0,2
variant_2551,24908,4915,5298,180,11,4
variant_2552,20222,2020,732,13,2,3
variant_2553,6719,0,7,10,6,0
variant_2554,5471,5,71,3,3,1
variant_2555,1656,1,0,2,1,0
variant_2556,2111,1,42,632,1,0
variant_2557,1011,0,8,2,1,0
variant_2558,1827,0,1,3,0,0
variant_2559,1179,1827,7344,9675,90426,288638
variant_2560,4890,2,2,2,7,0
variant_2561,2892,1,250,4,0,0
variant_2562,1517,0,98,2,1,0
variant_2563,0,3,12,1060,7,34
variant_2564,46753,10,80,36,12,4
variant_2565,2364,0,0,3,1,0
variant_2566,1937,2414,36,1,1,0
variant_2567,2213,0,190,2,0,0
variant_2568,1872,0,4,4,0,1
variant_2569,21356,10326,17105,4444,9,6
variant_2570,4952,1,4,5,1,0
variant_2571,3251,0,1,2,0,0
variant_2572,11328,1,12,7,3,0
variant_2573,2342,1873,1402,7,1,1
variant_2574,14753,3782,11800,20591,37882,42769
variant_2575,32321,4736,11773,14674,7438,3661
variant_2576,5704,0,15,5,1,1
variant_2577,2443,1,1,4,2,0
variant_2578,25,3570,2,0,2,1
variant_2579,1522,0,2,1,0,0
variant_2580,1086,0,1,1,0,1
variant_2581,9133,1526,32,8,2,2
variant_2582,126,11104,1080,1037,2,4
variant_2583,2564,0,3,1,1,0
variant_2584,1114,0,0,1,0,0
variant_2585,824381,131779,257481,158421,76684,28784
variant_2586,4448,698,1559,856,805,252
variant_2587,1620,283,501,337,160,65
variant_2588,982,175,309,206,94,23
variant_2589,174,28,109,9917,21,11
variant_2590,753,153,2560,209,83,24
variant_2591,502,48,111,1776,41,18
variant_2592,852,142,237,163,87,29
variant_2593,4626,2,537,4,1,2
variant_2594,636,111,290,314,470,32
variant_2595,1517,111,288,264,84,21
variant_2596,642,104,185,139,67,15
variant_2597,3116,0,0,4,0,1
variant_2598,1054,0,1,1,0,0
variant_2599,2212,291,1,5,0,0
variant_2600,1512,0,0,0,1,1
variant_2601,219,610,545,2664,814,357
variant_2602,43,18,29,113,627,585
variant_2603,2502,1,4,0,2,1
variant_2604,1098,0,22,0,0,0
variant_2605,31253,8120,10526,12778,396936,312450
variant_2606,13958,658,9523,2238,7,1
variant_2607,12522,1327,1632,10,6,6
variant_2608,141,21,40,48,1182,921
variant_2609,9935,3,418,12,0,0
variant_2610,1500,0,0,4,0,0
variant_2611,29,12,13,8,410,616
variant_2612,2046,299,475,322,156,65
variant_2613,1396,0,0,1,0,0
variant_2614,84,27,33,42,1204,885
variant_2615,13146,2,10,21,8,2
variant_2616,1313,0,5,4,0,0
variant_2617,7414,7,7,7,2,0
variant_2618,3333,0,158,3,0,1
variant_2619,1008,0,0,2,0,0
variant_2620,64,23,20,34,746,784
variant_2621,52956,5958,1390,48,17,11
variant_2622,53425,30710,21460,13926,2784,137
variant_2623,55151,14416,10761,1661,1491,2190
variant_2624,29861,1106,406,35,5,2
variant_2625,8551,11,785,4292,9311,10779
variant_2626,9447,3,6,11,8,2
variant_2627,1776,0,1,0,0,0
variant_2628,3498,0,1,0,0,0
variant_2629,1927,0,132,2,1,1
variant_2630,1745,0,3,1,3,0
variant_2631,36161,10122,4276,8748,1697,166
variant_2632,28993,4649,10968,9081,17707,6561
variant_2633,847,128,287,242,66,17
variant_2634,2888,2614,5,2,1,1
variant_2635,5070,0,135,3,3,0
variant_2636,2694,0,41,1,2,0
variant_2637,2532,0,3,2,3,0
variant_2638,3366,0,5,3,1,1
variant_2639,1947,1,1,2,0,0
variant_2640,32131,6739,3646,990,3743,666
variant_2641,2180,0,0,4,2,0
variant_2642,9012,3,377,5,2,1
variant_2643,9522,960,94,5,0,1
variant_2644,166,162,264,343,122,148
variant_2645,255,41,112,299,168,134
variant_2646,860,1,520,1,0,0
variant_2647,1026,0,1,0,0,1
variant_2648,15792,2582,2762,6282,12,1
variant_2649,9358,11,1532,3093,15,3
variant_2650,30071,3568,819,29,10,3
variant_2651,3626,0,382,4,1,1
variant_2652,4086,0,2,6,0,1
variant_2653,1977,0,0,2,1,0
variant_2654,1001,0,0,1,0,0
variant_2655,2320,0,1,1,2,0
variant_2656,15959,5,7,11,8,1
variant_2657,1087,1535,1894,1796,427,0
variant_2658,9779,4413,1180,11,5,2
variant_2659,36870,7600,1575,27,8,8
variant_2660,11014,6203,86,9,7,0
variant_2661,3675,0,57,3,2,0
variant_2662,2248,1,40,1,0,0
variant_2663,14839,4,130,12,4,5
variant_2664,13870,4,33,12,4,1
variant_2665,1150,1,0,0,0,0
variant_2666,94,6,50,4889,6090,13822
variant_2667,9273,2,472,1035,5,1
variant_2668,1984,1,275,0,1,0
variant_2669,4385,1,5,3,2,1
variant_2670,1331,1,1,0,0,0
variant_2671,10117,4,18,16,2,2
variant_2672,3803,0,177,4,1,1
variant_2673,1860,0,2,0,1,0
variant_2674,1492,1,1,1,0,1
variant_2675,22478,2357,990,3883,8,6
variant_2676,2813,1,3,1,1,2
variant_2677,1017,0,0,1,0,1
variant_2678,8640,6831,1524,5029,12,5
variant_2679,1022,0,1,2,0,0
variant_2680,1878,1232,4,0,0,0
variant_2681,3333,1,557,4,2,1
variant_2682,7304,29091,1617,20,6,0
variant_2683,1078,0,0,0,0,0
variant_2684,1109,2,1,1,0,0
variant_2685,2496,0,0,5,1,0
variant_2686,2206,1,0,2,1,1
variant_2687,1669,0,0,0,0,1
variant_2688,1024,0,0,1,0,0
variant_2689,395,670,94,2,1,0
variant_2690,134432,26429,8938,2361,49,17
variant_2691,29241,17801,897,39,10,6
variant_2692,5909,0,2,7,1,0
variant_2693,1272,0,0,0,0,0
variant_2694,7629,2063,235,5,1,3
variant_2695,4952,0,4,5,1,0
variant_2696,2945,0,14,1,0,1
variant_2697,1564,1,0,0,0,0
variant_2698,4236,0,2,0,3,0
variant_2699,1301,0,2,1,0,0
variant_2700,6090,1,156,8,1,0
variant_2701,3607,0,0,2,1,1
variant_2702,1011,1,1,1,0,0
variant_2703,20129,538,579,10,4,2
variant_2704,3394,1290,935,1390,1,0
variant_2705,4869,5053,243,6,2,3
variant_2706,3080,1,4,4,0,0
variant_2707,4021,1218,136,7,0,0
variant_2708,4913,0,3,4,0,1
variant_2709,4812,0,8,7,0,1
variant_2710,4636,1289,286,10,4,1
variant_2711,2533,0,260,5,1,0
variant_2712,929,0,174,1,0,0
variant_2713,1270,1,0,2,0,0
variant_2714,6953,1,199,11,1,1
variant_2715,2640,0,1,3,1,0
variant_2716,1033,0,0,0,1,0
variant_2717,111636,2553,4926,11702,35,11
variant_2718,15526,5,84,16,3,1
variant_2719,1511,0,0,1,2,0
variant_2720,13343,2668,475,12,4,5
variant_2721,401,913,1,1,0,0
variant_2722,21583,3,624,15,9,5
variant_2723,4547,1,625,1862,121,0
variant_2724,8629,0,25,11,4,1
variant_2725,9106,2,484,14,2,3
variant_2726,3174,2,3,2,2,0
variant_2727,2861,1819,511,2,0,0
variant_2728,3438,423,8,1,2,0
variant_2729,3874,2,2,1,1,0
variant_2730,23619,1570,712,21,5,6
variant_2731,1243,0,0,3,0,0
variant_2732,4011,1,2,4,0,1
variant_2733,2865,2,1,2,0,1
variant_2734,3167,1,5,2,1,0
variant_2735,3229,0,2,4,1,1
variant_2736,15799,4612,3975,7829,642,5
variant_2737,1630,1271,439,3,0,0
variant_2738,1863,0,0,2,0,1
variant_2739,1004,0,0,0,0,0
variant_2740,4152,0,6,3,1,0
variant_2741,1324,155,617,197,94,32
variant_2742,5286,663,8,7,0,0
variant_2743,45595,20687,50272,28624,6446,4473
variant_2744,3788,0,17,5,1,1
variant_2745,3079,2,0,2,0,0
variant_2746,1116,2,2,1,0,0
variant_2747,3590,0,258,2,0,0
variant_2748,60332,24288,13421,5488,539,17
variant_2749,27209,8630,1167,30,8,5
variant_2750,3043,1,1,6,0,1
variant_2751,590,112,182,116,46,15
variant_2752,1911,2,1,1,1,0
variant_2753,2845,2,4,4,0,0
variant_2754,1263,1,0,2,0,1
variant_2755,16533,7,1715,19,2,3
variant_2756,22700,1658,3266,2100,469,448
variant_2757,1789,1,1,0,0,0
variant_2758,2948,2,2,1,0,0
variant_2759,8259,2,990,4,3,0
variant_2760,7608,1,30,7,1,2
variant_2761,2935,0,8,2,0,0
variant_2762,1246,1,0,0,3,0
variant_2763,2843,0,30,3,0,1
variant_2764,1696,0,1,2,0,0
variant_2765,12989,3,153,180,5,0
variant_2766,58,1322,55,2,0,1
variant_2767,4549,1,1,3,2,1
variant_2768,1869,0,4,1,1,0
variant_2769,21470,5549,349,25,6,6
variant_2770,3378,1,1,5,1,0
variant_2771,7651,5,5,5,1,1
variant_2772,4057,3,16,3,1,1
variant_2773,2344,0,1,4,0,1
variant_2774,1551,1,0,1,0,1
variant_2775,2162,0,4,296,3,0
variant_2776,68966,9275,1912,80,22,15
variant_2777,9602,6952,13017,13969,12,1
variant_2778,3026,1,1,3,0,0
variant_2779,5321,4,4,4,1,0
variant_2780,23779,2810,1296,16,7,0
variant_2781,2067,0,3,2,0,1
variant_2782,1713,1,1,3,1,0
variant_2783,1146,0,2,0,0,0
variant_2784,17652,6496,1090,25,3,4
variant_2785,18860,5463,3540,208,3,5
variant_2786,28033,9,4355,1499,18,3
variant_2787,10593,3,6,11,2,1
variant_2788,4022,2,374,3,1,1
variant_2789,4339,2,257,8,1,2
variant_2790,3399,1,126,659,1,0
variant_2791,1601,1,5,1,2,0
variant_2792,3986,0,3,4,3,2
variant_2793,1150,0,0,2,0,1
variant_2794,1763,1,91,5,0,0
variant_2795,4206,1764,2,8,4,0
variant_2796,1185,1,0,2,1,0
variant_2797,12917,273,1627,2634,6,2
variant_2798,7,7,3,6,452,537
variant_2799,6922,2,191,6,3,1
variant_2800,33,8058,33,1,3,0
variant_2801,4376,0,2,5,2,0
variant_2802,3249,0,2,3,0,0
variant_2803,2519,0,70,1,2,1
variant_2804,1025,1,110,4,0,0
variant_2805,84041,10912,5730,6520,508,547
variant_2806,31769,9,582,21,9,2
variant_2807,76761,4370,2840,343,25,6
variant_2808,20073,2513,140,13,2,2
variant_2809,3072,3,1,1,0,0
variant_2810,1794,0,43,4,0,0
variant_2811,1080,0,1,0,1,0
variant_2812,1085,0,0,2,1,0
variant_2813,1994,7438,3604,7578,554845,755459
variant_2814,4159,5831,1967,4495,3,0
variant_2815,4,14,4,20,1044,1326
variant_2816,11,14,10,52,1233,1540
variant_2817,6,10,9,24,964,1211
variant_2818,16,28,20,24,1795,2223
variant_2819,10,10,2,10,697,969
variant_2820,12,17,8,28,1382,1482
variant_2821,1273,0,2,1,0,0
variant_2822,26,50,145,103,352,1075
variant_2823,58972,4458,4429,1797,77,3
variant_2824,5041,0,1,1,2,0
variant_2825,4084,1,20,4,1,0
variant_2826,4248,1,110,3,1,0
variant_2827,1290,147,218,352,53,25
variant_2828,269,51,77,61,322,248
variant_2829,1344,0,0,1,1,0
variant_2830,7396,3,124,8,3,1
variant_2831,3098,4,508,4435,2,2
variant_2832,3842,1,839,5,1,2
variant_2833,5990,3,1382,13,2,2
variant_2834,2798,2407,1072,4,3,2
variant_2835,1863,0,2,1,2,0
variant_2836,1014,0,2,0,0,1
variant_2837,1484,3332,758,7,0,0
variant_2838,12165,2,12,7,3,0
variant_2839,1753,1279,706,1,1,0
variant_2840,1747,0,3,2,0,0
variant_2841,1854,2,0,3,1,0
variant_2842,1250,0,1,1,1,0
variant_2843,377285,63991,91075,97383,19545,12225
variant_2844,114236,32565,40695,23068,154626,105480
variant_2845,1479,236,246,326,65,27
variant_2846,17736,2306,251,18,11,7
variant_2847,1326,233,365,1559,74,59
variant_2848,859,88,142,177,44,20
variant_2849,6429,2081,193,8,3,1
variant_2850,1183,209,271,282,54,37
variant_2851,1193,157,222,215,45,22
variant_2852,877,64,177,437,34,15
variant_2853,19,6,14,1578,4,2
variant_2854,50170,5797,6556,8411,22,7
variant_2855,10807,3126,971,9,3,0
variant_2856,14261,3,208,19,2,3
variant_2857,3130,1,82,5,2,1
variant_2858,1544,0,3,2,0,0
variant_2859,1276,1,0,0,1,0
variant_2860,254161,39842,66625,67513,97537,85751
variant_2861,51574,10785,15105,7302,406,202
variant_2862,31434,4807,79,26,7,5
variant_2863,8683,2137,1573,13,2,4
variant_2864,9921,3573,6064,2219,1103,5
variant_2865,548,96,144,137,190,173
variant_2866,3472,0,4,6,1,1
variant_2867,480,66,125,99,151,125
variant_2868,832,92,114,179,250,276
variant_2869,554,76,111,141,185,120
variant_2870,738,78,156,135,204,173
variant_2871,2328,1,0,3,0,1
variant_2872,2479,0,1,1,0,0
variant_2873,1371,1,34,1,1,0
variant_2874,207,42,644,41,83,57
variant_2875,4,1,4,14,723,615
variant_2876,3352,0,16,4,1,2
variant_2877,28297,11008,3545,71,6,6
variant_2878,1437,0,0,1,0,0
variant_2879,1085,1,20,0,0,1
variant_2880,1453,0,6,4,0,0
variant_2881,1147,1899,8,1,2,0
variant_2882,71781,7389,2477,1106,14,3
variant_2883,13642,2,6,6,1,2
variant_2884,9366,3,122,11,4,1
variant_2885,19076,1063,356,16,10,3
variant_2886,8716,1272,291,14,3,1
variant_2887,3325,2,1,3,1,1
variant_2888,1053,2850,125,278,2,90
variant_2889,2716,0,1,2,0,0
variant_2890,2916,1,1,1,0,1
variant_2891,43,4,43,42,633,424
variant_2892,12508,1,841,2102,4,4
variant_2893,1649,10184,7002,684,4,1
variant_2894,8403,3253,138,6,3,4
variant_2895,5050,0,6,6,0,0
variant_2896,2452,0,114,3,2,0
variant_2897,1101,0,0,0,0,0
variant_2898,5666,2,4,3,1,0
variant_2899,4592,0,19,5,2,0
variant_2900,1240,1,0,0,0,0
variant_2901,2972,1,0,0,0,0
variant_2902,1290,0,1,0,0,0
variant_2903,607,1,480,0,0,0
variant_2904,1435,1,0,0,0,0
variant_2905,1809,0,2,3,2,0
variant_2906,1339,0,3,1,0,0
variant_2907,24993,9,1016,150,9,5
variant_2908,11570,1120,361,12,322,0
variant_2909,13598,4128,1671,427,2,1
variant_2910,2199,0,1,2,0,1
variant_2911,5642,1,74,6,0,1
variant_2912,1327,0,2,1,0,0
variant_2913,1083,1,1,0,0,0
variant_2914,18704,1205,98,13,6,3
variant_2915,1347,107,304,27,1,1
variant_2916,1585,0,5,1,1,0
variant_2917,2383,0,325,4,0,0
variant_2918,11653,1168,405,96,6,1
variant_2919,4055,0,303,6,1,1
variant_2920,15597,8,1618,16,7,0
variant_2921,17041,2302,309,15,8,3
variant_2922,6085,1,46,4,3,0
variant_2923,483,1176,482,1,0,0
variant_2924,1326,1735,583,6,1,0
variant_2925,1601,3,1,2,0,0
variant_2926,1052,1,110,0,1,1
variant_2927,2145,0,3,2,1,1
variant_2928,1710,0,4,3,0,0
variant_2929,1042,0,0,1,0,0
variant_2930,595,1,483,2,0,0
variant_2931,104453,37686,33130,30589,1769,23
variant_2932,59162,13588,8838,978,14,11
variant_2933,10326,2,15,10,7,1
variant_2934,4686,3243,7,4,4,1
variant_2935,2599,0,9,2,0,0
variant_2936,2015,1,24,1,0,2
variant_2937,4347,1,4,6,1,0
variant_2938,4344,1,188,2,5,0
variant_2939,6391,1,19,7,1,0
variant_2940,1238,0,21,2,0,0
