,G0,D1.25,D2.25,D3.25,D4.25
variant_22183,15,0,0,1,0
variant_22184,32,1,0,0,0
variant_22185,337,730,757,1078,1199
variant_22186,80,3,2,2,3
variant_22187,45,0,0,0,0
variant_22188,1347,2218,2060,3201,4750
variant_22189,730,1116,1186,1671,2465
variant_22190,751,979,748,988,1140
variant_22191,117,11,0,0,3
variant_22192,19,0,0,0,0
variant_22193,25,1,0,0,0
variant_22194,24,0,0,0,0
variant_22195,1411,3153,2695,3240,3940
variant_22196,651,952,1148,1295,1486
variant_22197,372,1092,819,823,1049
variant_22198,901,1282,686,705,747
variant_22199,24,0,0,0,0
variant_22200,123,22,15,24,18
variant_22201,17,0,0,0,0
variant_22202,48,0,0,0,0
variant_22203,55,18,8,9,24
variant_22204,566,85,9,6,3
variant_22205,1789,2851,2778,3847,6024
variant_22206,292,19,7,4,0
variant_22207,331,235,136,247,325
variant_22208,514,111,9,15,6
variant_22209,793,878,825,1166,1368
variant_22210,373,608,365,522,915
variant_22211,292,63,51,29,19
variant_22212,1607,174,11,5,11
variant_22213,572,375,124,117,70
variant_22214,1795,4071,4241,6552,8441
variant_22215,138,58,60,65,84
variant_22216,611,180,32,38,22
variant_22217,52,45,29,36,38
variant_22218,184,179,170,281,247
variant_22219,92,181,163,148,316
variant_22220,173,189,106,161,167
variant_22221,10,0,0,0,0
variant_22222,107,43,10,6,8
variant_22223,97,26,10,18,9
variant_22224,1510,2201,2125,2998,3986
variant_22225,486,902,876,1570,1940
variant_22226,89,208,223,301,445
variant_22227,717,31,5,2,3
variant_22228,1031,1440,1465,2340,2849
variant_22229,546,65,11,7,6
variant_22230,158,20,6,0,2
variant_22231,106,42,13,35,20
variant_22232,804,1331,1243,1354,1753
variant_22233,166,6,1,1,1
variant_22234,360,891,924,1265,1710
variant_22235,88,31,6,9,8
variant_22236,719,282,116,141,87
variant_22237,93,0,1,1,4
variant_22238,38,13,5,8,11
variant_22239,23,0,0,0,0
variant_22240,17,1,0,0,0
variant_22241,208,34,1,2,0
variant_22242,332,442,317,325,433
variant_22243,304,313,256,398,544
variant_22244,938,1309,1433,2191,3007
variant_22245,360,785,336,763,630
variant_22246,110,27,2,2,0
variant_22247,291,40,11,5,8
variant_22248,54,13,16,33,33
variant_22249,210,45,11,16,12
variant_22250,189,178,215,287,439
variant_22251,111,37,40,80,61
variant_22252,486,675,721,965,1479
variant_22253,125,3,3,4,4
variant_22254,380,165,57,29,25
variant_22255,543,104,82,74,57
variant_22256,17,0,0,0,0
variant_22257,792,297,247,293,387
variant_22258,398,38,8,5,2
variant_22259,200,282,277,454,570
variant_22260,589,40,22,41,16
variant_22261,80,45,14,11,3
variant_22262,220,270,188,274,468
variant_22263,170,499,513,738,1030
variant_22264,96,37,18,11,3
variant_22265,366,638,482,497,683
variant_22266,989,630,272,255,194
variant_22267,11,0,1,0,1
variant_22268,881,715,511,721,612
variant_22269,16,22,7,4,17
variant_22270,989,574,171,149,79
variant_22271,79,171,123,127,134
variant_22272,544,49,7,2,5
variant_22273,228,86,13,4,7
variant_22274,473,624,562,728,1036
variant_22275,219,10,0,2,1
variant_22276,20,4,2,2,3
variant_22277,231,422,449,558,976
variant_22278,212,310,317,503,602
variant_22279,936,1255,1268,1982,2024
variant_22280,17,1,0,0,1
variant_22281,310,750,855,1276,1774
variant_22282,62,0,0,0,1
variant_22283,654,1038,581,795,1207
variant_22284,59,0,2,2,0
variant_22285,9,4,0,0,0
variant_22286,243,116,62,32,25
variant_22287,305,42,2,1,0
variant_22288,46,21,5,6,1
variant_22289,14,0,0,0,0
variant_22290,279,209,62,72,34
variant_22291,1018,2009,2038,3553,4462
variant_22292,345,532,669,932,1316
variant_22293,215,290,211,143,341
variant_22294,80,26,1,6,6
variant_22295,79,4,3,2,3
variant_22296,772,107,0,1,1
variant_22297,8,0,0,1,0
variant_22298,135,52,11,8,5
variant_22299,464,958,896,1584,2146
variant_22300,74,170,154,176,313
variant_22301,452,37,8,16,1
variant_22302,108,46,44,31,16
variant_22303,67,8,19,23,17
variant_22304,83,87,104,124,159
variant_22305,1096,1394,1598,1966,2328
variant_22306,196,78,11,16,8
variant_22307,733,168,36,31,32
variant_22308,176,240,279,341,373
variant_22309,976,1884,2069,3697,4710
variant_22310,426,992,1035,1260,1806
variant_22311,29,13,5,16,24
variant_22312,213,157,50,36,14
variant_22313,1148,1336,1185,1798,2027
variant_22314,112,59,62,78,77
variant_22315,1328,651,104,103,70
variant_22316,10,2,3,1,1
variant_22317,414,97,30,22,7
variant_22318,1108,1389,1236,2079,2344
variant_22319,497,760,707,1013,1627
variant_22320,621,418,193,222,204
variant_22321,269,56,0,0,0
variant_22322,28,0,0,0,0
variant_22323,155,28,13,11,13
variant_22324,497,39,0,0,1
variant_22325,49,19,0,5,4
variant_22326,245,195,135,200,162
variant_22327,470,579,468,738,857
variant_22328,37,11,5,1,1
variant_22329,24,1,0,0,0
variant_22330,18,0,0,0,0
variant_22331,21,36,43,47,60
variant_22332,12,0,0,0,1
variant_22333,37,0,1,1,0
variant_22334,7,0,0,0,0
variant_22335,661,780,940,1402,1969
variant_22336,1256,2285,2431,3224,4094
variant_22337,324,223,126,176,182
variant_22338,115,157,120,187,218
variant_22339,635,922,893,1253,1834
variant_22340,121,0,2,1,0
variant_22341,563,650,440,578,584
variant_22342,444,1031,1274,2173,2901
variant_22343,228,116,40,42,17
variant_22344,24,0,2,2,1
variant_22345,63,3,6,1,6
variant_22346,45,0,0,0,0
variant_22347,870,656,350,352,451
variant_22348,13,0,0,0,0
variant_22349,60,5,4,2,2
variant_22350,16,2,1,0,0
variant_22351,35,66,46,97,71
variant_22352,255,9,3,2,2
variant_22353,57,59,40,81,112
variant_22354,180,64,44,54,49
variant_22355,151,248,277,342,506
variant_22356,114,114,54,58,30
variant_22357,7,0,0,0,0
variant_22358,353,36,7,2,1
variant_22359,714,935,981,1372,1817
variant_22360,244,101,50,79,79
variant_22361,107,36,26,33,62
variant_22362,593,344,400,609,766
variant_22363,310,322,276,382,439
variant_22364,288,503,466,590,965
variant_22365,1054,1072,413,269,258
variant_22366,814,136,21,8,13
variant_22367,95,14,0,0,0
variant_22368,35,1,3,0,0
variant_22369,21,6,5,5,3
variant_22370,730,673,391,393,296
variant_22371,86,0,1,3,1
variant_22372,517,1112,901,1525,1750
variant_22373,22,0,0,0,0
variant_22374,591,1301,1042,1465,1837
variant_22375,482,717,624,737,1031
variant_22376,86,14,1,1,0
variant_22377,284,10,1,0,0
variant_22378,218,337,261,333,368
variant_22379,14,1,0,0,0
variant_22380,354,82,6,4,1
variant_22381,422,408,137,143,112
variant_22382,297,33,9,13,3
variant_22383,568,762,790,1005,1144
variant_22384,163,337,262,322,455
variant_22385,959,236,97,72,54
variant_22386,17,0,1,0,0
variant_22387,17,0,0,0,0
variant_22388,13,0,0,0,0
variant_22389,325,102,45,30,20
variant_22390,97,310,328,417,668
variant_22391,19,0,0,0,0
variant_22392,91,7,1,0,0
variant_22393,969,1530,1373,1673,2487
variant_22394,1221,820,628,923,1366
variant_22395,236,34,0,2,0
variant_22396,291,592,469,421,528
variant_22397,362,485,629,759,1193
variant_22398,81,66,23,26,21
variant_22399,24,2,1,4,3
variant_22400,184,11,0,1,0
variant_22401,181,34,6,5,3
variant_22402,165,538,392,389,1006
variant_22403,551,348,90,86,76
variant_22404,481,44,11,5,7
variant_22405,81,210,188,267,232
variant_22406,18,0,0,1,0
variant_22407,137,6,5,1,4
variant_22408,29,4,0,4,0
variant_22409,216,214,203,237,286
variant_22410,111,70,63,43,38
variant_22411,1273,2301,2372,3231,3628
variant_22412,157,186,135,151,164
variant_22413,37,0,0,1,1
variant_22414,674,828,598,567,784
variant_22415,540,471,247,265,246
variant_22416,22,1,0,0,0
variant_22417,771,983,786,982,1117
variant_22418,311,76,4,2,0
variant_22419,336,17,0,1,1
variant_22420,11,0,0,0,0
variant_22421,26,0,0,0,0
variant_22422,1017,665,174,198,161
variant_22423,20,0,0,0,0
variant_22424,59,7,0,0,0
variant_22425,16,0,0,0,0
variant_22426,489,33,10,12,5
variant_22427,62,79,29,37,32
variant_22428,2087,1596,492,384,218
variant_22429,67,32,20,37,46
variant_22430,81,189,187,174,511
variant_22431,317,69,22,16,16
variant_22432,825,1354,1463,1949,2440
variant_22433,392,410,343,346,305
variant_22434,311,37,2,1,0
variant_22435,32,0,0,1,1
variant_22436,59,49,53,80,123
variant_22437,74,7,2,0,1
variant_22438,900,820,899,1506,1748
variant_22439,46,0,1,0,1
variant_22440,143,418,372,500,687
variant_22441,605,798,724,1236,1765
variant_22442,91,152,127,150,168
variant_22443,36,0,0,0,1
variant_22444,155,310,176,270,269
variant_22445,29,1,0,2,0
variant_22446,2791,3715,2262,2340,2304
variant_22447,36,41,17,49,44
variant_22448,4,0,0,0,0
variant_22449,716,1077,778,905,1002
variant_22450,357,311,207,163,105
variant_22451,95,31,12,14,34
variant_22452,226,410,550,722,750
variant_22453,38,1,0,0,0
variant_22454,46,10,0,0,2
variant_22455,430,118,84,42,28
variant_22456,404,94,12,14,6
variant_22457,24,0,0,0,0
variant_22458,14,0,0,0,0
variant_22459,790,698,405,404,315
variant_22460,170,34,0,0,0
variant_22461,439,30,3,2,3
variant_22462,366,476,389,520,524
variant_22463,47,17,22,11,26
variant_22464,96,23,12,3,1
variant_22465,279,19,4,1,2
variant_22466,353,333,237,193,195
variant_22467,34,15,12,18,34
variant_22468,12,2,0,1,3
variant_22469,571,134,28,15,15
variant_22470,152,311,330,351,595
variant_22471,805,729,599,774,974
variant_22472,2099,4626,5562,8727,14576
variant_22473,27,47,19,15,8
variant_22474,103,24,2,1,1
variant_22475,191,417,318,302,454
variant_22476,454,351,205,167,108
variant_22477,81,204,247,283,413
variant_22478,746,187,32,13,2
variant_22479,19,30,6,36,20
variant_22480,177,156,84,115,104
variant_22481,9,0,0,0,0
variant_22482,773,123,15,35,14
variant_22483,195,181,171,259,276
variant_22484,177,24,7,16,5
variant_22485,1215,1551,1025,1184,1278
variant_22486,283,12,1,0,0
variant_22487,418,69,12,0,4
variant_22488,17,1,7,0,0
variant_22489,413,633,286,248,139
variant_22490,375,250,196,257,328
variant_22491,686,1019,799,1071,1292
variant_22492,396,435,330,433,499
variant_22493,577,410,422,502,451
variant_22494,1626,1338,517,352,173
variant_22495,295,326,242,369,490
variant_22496,511,629,739,978,1367
variant_22497,569,1114,666,546,632
variant_22498,117,62,73,137,193
variant_22499,312,424,391,698,899
variant_22500,85,128,112,208,217
variant_22501,70,7,0,1,2
variant_22502,110,15,1,0,0
variant_22503,201,16,5,6,6
variant_22504,279,434,428,500,823
variant_22505,428,353,332,498,672
variant_22506,666,1505,1497,2229,3064
variant_22507,513,59,2,0,0
variant_22508,135,38,1,0,0
variant_22509,710,1231,987,1068,1437
variant_22510,525,61,11,2,1
variant_22511,630,279,280,589,724
variant_22512,600,298,138,76,39
variant_22513,28,0,0,0,0
variant_22514,258,476,558,656,833
variant_22515,553,285,117,146,103
variant_22516,15,0,0,0,0
variant_22517,596,691,332,361,275
variant_22518,289,238,236,376,396
variant_22519,79,32,18,9,4
variant_22520,1068,1039,500,443,588
variant_22521,529,901,1323,1602,2254
variant_22522,225,75,52,107,89
variant_22523,12,0,0,0,0
variant_22524,100,18,3,20,20
variant_22525,37,140,119,111,173
variant_22526,130,63,17,18,6
variant_22527,2170,296,104,76,55
variant_22528,306,72,45,34,36
variant_22529,67,0,0,0,2
variant_22530,53,0,0,0,0
variant_22531,933,315,25,15,8
variant_22532,78,79,31,13,38
variant_22533,431,396,172,276,297
variant_22534,248,338,275,302,426
variant_22535,515,2254,1467,1201,2401
variant_22536,238,36,2,9,11
variant_22537,897,20,0,1,5
variant_22538,562,268,50,55,24
variant_22539,445,43,5,1,0
variant_22540,1784,2348,1954,2298,2352
variant_22541,1606,1254,712,826,562
variant_22542,459,374,370,536,579
variant_22543,115,175,221,278,353
variant_22544,187,38,2,2,2
variant_22545,196,144,29,25,10
variant_22546,210,23,8,3,2
variant_22547,10,0,0,0,0
variant_22548,287,564,625,711,1171
variant_22549,328,394,569,718,1039
variant_22550,86,8,6,11,9
variant_22551,346,102,73,44,31
variant_22552,164,14,0,2,2
variant_22553,175,102,62,61,56
variant_22554,56,0,0,0,0
variant_22555,242,15,1,1,1
variant_22556,174,33,1,1,0
variant_22557,420,23,0,0,5
variant_22558,39,9,3,9,13
variant_22559,155,222,208,246,331
variant_22560,91,54,12,20,10
variant_22561,79,67,67,63,82
variant_22562,64,4,1,1,1
variant_22563,6,18,5,6,16
variant_22564,19,1,0,0,0
variant_22565,408,383,224,220,185
variant_22566,634,1042,1245,1552,2195
variant_22567,839,1904,1612,1768,2263
variant_22568,550,1045,902,1137,1440
variant_22569,1652,1186,473,483,497
variant_22570,197,280,164,190,293
variant_22571,288,1040,809,1143,1592
variant_22572,73,224,212,215,326
variant_22573,11,0,0,0,0
variant_22574,68,18,16,32,53
variant_22575,168,155,75,80,38
variant_22576,19,3,2,3,11
variant_22577,151,78,32,33,20
variant_22578,432,370,306,452,479
variant_22579,94,357,244,340,544
variant_22580,89,24,0,1,0
variant_22581,204,257,149,156,164
variant_22582,491,662,442,428,551
variant_22583,206,240,220,294,426
variant_22584,18,0,0,0,0
variant_22585,308,35,26,32,37
variant_22586,1231,2105,1054,889,689
variant_22587,1805,3468,3446,4875,6899
variant_22588,77,0,0,0,0
variant_22589,90,21,7,3,1
variant_22590,270,298,226,277,341
variant_22591,1324,1318,564,629,574
variant_22592,70,144,126,234,292
variant_22593,607,567,702,860,1008
variant_22594,292,193,133,115,155
variant_22595,854,717,842,1374,1975
variant_22596,39,0,0,0,0
variant_22597,1137,945,763,1081,1131
variant_22598,468,287,107,90,65
variant_22599,10,0,0,0,0
variant_22600,9,2,0,0,0
variant_22601,263,30,10,13,7
variant_22602,173,158,179,360,493
variant_22603,1137,873,499,433,247
variant_22604,208,291,209,329,398
variant_22605,516,33,0,0,1
variant_22606,275,207,109,74,52
variant_22607,82,2,0,2,0
variant_22608,233,333,223,263,281
variant_22609,593,555,298,231,173
variant_22610,589,69,20,20,18
variant_22611,639,311,222,214,215
variant_22612,993,634,146,111,96
variant_22613,29,5,2,3,2
variant_22614,140,101,34,42,29
variant_22615,211,193,229,386,370
variant_22616,30,0,2,1,1
variant_22617,211,8,2,0,0
variant_22618,739,1016,867,1190,1229
variant_22619,321,703,509,509,695
variant_22620,604,366,406,539,534
variant_22621,224,236,130,97,98
variant_22622,499,248,25,18,8
variant_22623,18,0,1,0,0
variant_22624,790,1179,767,888,882
variant_22625,458,321,123,200,141
variant_22626,1317,1379,839,1084,746
variant_22627,421,31,6,1,1
variant_22628,390,32,0,1,0
variant_22629,56,0,0,0,0
variant_22630,47,27,23,36,47
variant_22631,296,28,14,12,5
variant_22632,23,13,21,5,4
variant_22633,90,63,56,67,126
variant_22634,180,160,86,72,49
variant_22635,237,471,174,181,143
variant_22636,686,664,600,986,1330
variant_22637,124,322,295,335,600
variant_22638,640,715,1030,1554,2228
variant_22639,793,93,41,38,10
variant_22640,1065,895,749,934,903
variant_22641,31,0,1,0,0
variant_22642,444,287,91,68,47
variant_22643,200,0,2,1,0
variant_22644,106,15,0,0,0
variant_22645,105,146,108,170,169
variant_22646,180,30,31,44,35
variant_22647,370,872,641,678,621
variant_22648,53,22,10,11,5
variant_22649,111,73,67,102,110
variant_22650,295,333,516,696,762
variant_22651,95,199,290,359,561
variant_22652,298,491,428,490,529
variant_22653,346,40,0,0,0
variant_22654,42,58,53,68,121
variant_22655,1139,278,71,66,38
variant_22656,130,82,29,20,8
variant_22657,369,374,363,574,694
variant_22658,6,0,1,3,3
variant_22659,200,496,559,772,1126
variant_22660,558,204,82,66,48
variant_22661,46,8,8,8,5
variant_22662,194,316,258,437,563
variant_22663,123,51,22,30,41
variant_22664,161,27,2,12,1
variant_22665,147,96,31,17,23
variant_22666,70,73,49,56,65
variant_22667,174,46,18,12,3
variant_22668,6,0,0,0,0
variant_22669,565,299,220,173,128
variant_22670,243,56,2,3,1
variant_22671,3,0,0,0,0
variant_22672,430,349,109,96,61
variant_22673,544,124,47,39,16
variant_22674,172,78,64,75,87
variant_22675,140,64,43,21,39
variant_22676,194,2,2,2,2
variant_22677,1100,430,218,136,96
variant_22678,24,1,3,0,0
variant_22679,401,49,15,4,7
variant_22680,34,1,1,0,0
variant_22681,243,116,43,62,34
variant_22682,174,20,6,16,7
variant_22683,312,351,293,285,354
variant_22684,113,94,67,93,120
variant_22685,125,150,119,148,210
variant_22686,743,1052,818,1067,1042
variant_22687,35,0,0,9,9
variant_22688,52,5,2,4,5
variant_22689,120,24,4,1,1
variant_22690,70,0,5,1,6
variant_22691,69,1,0,0,0
variant_22692,776,1174,1143,1872,2420
variant_22693,88,52,57,74,105
variant_22694,251,471,565,691,1009
variant_22695,376,229,113,104,65
variant_22696,34,38,14,9,7
variant_22697,733,595,281,334,289
variant_22698,707,562,403,349,306
variant_22699,3839,892,90,57,47
variant_22700,182,25,2,4,3
variant_22701,41,2,5,10,11
variant_22702,479,574,536,781,1142
variant_22703,67,1,0,0,1
variant_22704,106,7,4,0,0
variant_22705,477,714,910,1258,1583
variant_22706,16,0,0,0,0
variant_22707,168,152,134,104,407
variant_22708,188,19,8,2,3
variant_22709,295,230,203,202,369
variant_22710,231,164,214,287,447
variant_22711,155,14,0,0,0
variant_22712,377,509,512,625,834
variant_22713,52,49,44,43,28
variant_22714,1592,1295,1042,1560,1788
variant_22715,870,219,41,33,6
variant_22716,439,370,129,95,60
variant_22717,46,0,0,0,0
variant_22718,1100,1496,1610,2227,2365
variant_22719,48,9,4,7,9
variant_22720,406,764,471,259,581
variant_22721,166,113,24,20,15
variant_22722,805,1013,951,1423,1851
variant_22723,35,5,0,7,2
variant_22724,28,0,0,0,0
variant_22725,183,21,0,0,0
variant_22726,915,1551,1108,1601,1916
variant_22727,751,407,202,256,234
variant_22728,342,420,256,372,362
variant_22729,521,210,55,49,31
variant_22730,108,193,126,77,101
variant_22731,278,81,15,18,21
variant_22732,13,0,0,0,0
variant_22733,427,54,9,13,7
variant_22734,269,410,401,533,734
variant_22735,679,538,534,705,839
variant_22736,620,1078,977,1347,1411
variant_22737,540,41,1,4,0
variant_22738,104,1,1,0,2
variant_22739,131,96,84,129,150
variant_22740,552,372,157,180,146
variant_22741,27,0,0,0,0
variant_22742,361,302,181,204,176
variant_22743,1964,2043,1136,1336,1606
variant_22744,347,214,112,211,207
variant_22745,29,0,0,0,0
variant_22746,290,149,69,54,36
variant_22747,33,54,40,27,46
variant_22748,365,887,529,399,370
variant_22749,1020,1181,1021,1115,1088
variant_22750,216,48,8,11,6
variant_22751,168,163,141,242,259
variant_22752,542,154,69,77,59
variant_22753,366,40,0,0,1
variant_22754,48,2,4,3,1
variant_22755,214,62,30,12,16
variant_22756,571,420,311,463,564
variant_22757,17,0,0,0,0
variant_22758,352,46,5,2,0
variant_22759,33,13,6,0,0
variant_22760,205,171,155,205,265
variant_22761,322,155,78,71,50
variant_22762,298,24,0,0,2
variant_22763,10,0,0,0,0
variant_22764,219,158,99,168,246
variant_22765,133,158,116,154,208
variant_22766,139,55,21,37,41
variant_22767,353,22,0,5,0
variant_22768,815,1325,1184,1755,2117
variant_22769,173,263,246,369,240
variant_22770,60,0,1,0,0
variant_22771,450,142,71,53,21
variant_22772,32,5,1,1,0
variant_22773,1542,1203,1008,1044,1025
variant_22774,914,1566,1459,2297,3002
variant_22775,362,320,322,354,436
variant_22776,92,73,43,32,52
variant_22777,780,1539,1583,1852,2906
variant_22778,267,45,3,0,0
variant_22779,301,488,584,832,925
variant_22780,14,0,0,0,1
variant_22781,25,32,12,37,37
variant_22782,435,562,523,623,858
variant_22783,19,0,0,3,0
variant_22784,1398,1421,625,657,573
variant_22785,100,7,6,3,1
variant_22786,792,982,1000,1438,1675
variant_22787,34,0,1,3,1
variant_22788,191,72,11,10,0
variant_22789,230,231,196,325,273
variant_22790,245,113,79,70,62
variant_22791,14,4,0,0,1
variant_22792,293,22,0,1,1
variant_22793,211,187,89,82,89
variant_22794,161,17,6,3,4
variant_22795,167,18,0,0,1
variant_22796,1143,2202,2055,3058,4650
variant_22797,11,0,1,0,2
variant_22798,62,11,16,14,23
variant_22799,130,14,20,12,9
variant_22800,516,1119,1120,1400,2018
variant_22801,238,384,445,651,888
variant_22802,252,751,740,1033,1385
variant_22803,67,14,0,0,0
variant_22804,55,75,66,129,119
variant_22805,714,554,291,270,269
variant_22806,648,1215,1256,1647,1812
variant_22807,12,0,0,0,0
variant_22808,76,48,3,1,1
variant_22809,546,129,26,38,7
variant_22810,257,112,95,129,169
variant_22811,130,48,9,4,7
variant_22812,357,3,2,3,7
variant_22813,198,48,5,7,2
variant_22814,689,982,1083,1653,2008
variant_22815,66,6,0,0,1
variant_22816,233,521,253,180,499
variant_22817,1246,528,111,76,50
variant_22818,30,0,1,2,1
variant_22819,38,0,0,0,0
variant_22820,949,558,252,223,209
variant_22821,67,24,1,1,0
variant_22822,508,1063,943,1234,1715
variant_22823,281,420,411,593,840
variant_22824,135,36,3,2,9
variant_22825,59,0,0,0,0
variant_22826,119,53,85,125,184
variant_22827,24,1,0,0,0
variant_22828,84,8,2,1,2
variant_22829,166,32,2,1,0
variant_22830,31,0,0,0,0
variant_22831,627,713,474,622,664
variant_22832,187,296,402,645,977
variant_22833,173,132,36,35,29
variant_22834,117,19,17,16,13
variant_22835,25,0,0,0,0
variant_22836,668,646,314,315,189
variant_22837,838,58,15,16,7
variant_22838,59,67,37,45,70
variant_22839,552,282,128,108,82
variant_22840,476,67,32,18,16
variant_22841,759,741,629,1005,1069
variant_22842,120,231,238,307,400
variant_22843,993,263,117,70,66
variant_22844,490,525,569,705,826
variant_22845,396,1195,1135,986,2232
variant_22846,42,0,1,0,2
variant_22847,781,152,48,29,20
variant_22848,9,2,4,1,2
variant_22849,203,327,331,531,894
variant_22850,312,113,12,0,2
variant_22851,60,66,27,26,12
variant_22852,288,22,10,9,3
variant_22853,142,438,426,546,934
variant_22854,50,0,0,0,0
variant_22855,715,2534,2680,2812,4711
variant_22856,35,24,14,18,58
variant_22857,427,62,3,2,0
variant_22858,5749,5951,2866,3297,2752
variant_22859,98,82,89,102,128
variant_22860,114,68,51,44,37
variant_22861,86,4,1,8,4
variant_22862,259,50,43,100,92
variant_22863,16,1,0,0,0
variant_22864,77,23,7,11,1
variant_22865,39,0,0,0,0
variant_22866,3193,893,228,153,120
variant_22867,15,0,0,0,0
variant_22868,13,0,0,0,0
variant_22869,783,283,125,137,80
variant_22870,50,69,102,101,152
variant_22871,433,422,436,602,753
variant_22872,16,0,0,0,0
variant_22873,798,1666,1285,1649,1868
variant_22874,411,275,311,438,476
variant_22875,121,98,91,103,216
variant_22876,818,841,525,488,537
variant_22877,656,679,291,262,146
variant_22878,180,181,158,184,121
variant_22879,126,138,140,129,168
variant_22880,433,140,4,1,0
variant_22881,30,28,10,38,50
variant_22882,123,15,1,1,2
variant_22883,278,164,79,60,62
variant_22884,115,45,74,86,114
variant_22885,21,1,0,1,1
variant_22886,295,45,7,1,1
variant_22887,827,185,33,9,6
variant_22888,58,105,117,112,233
variant_22889,525,846,870,994,1585
variant_22890,4,0,0,0,1
variant_22891,20,0,0,0,0
variant_22892,159,17,4,10,9
variant_22893,34,0,0,0,0
variant_22894,52,6,10,9,8
variant_22895,64,0,1,0,0
variant_22896,67,7,1,3,10
variant_22897,185,35,0,0,0
variant_22898,620,341,195,129,103
variant_22899,1180,131,24,31,8
variant_22900,44,0,0,0,0
variant_22901,1384,125,7,2,3
variant_22902,64,60,18,3,5
variant_22903,114,52,8,12,16
variant_22904,618,946,1196,1724,1974
variant_22905,12,0,0,0,0
variant_22906,813,187,70,48,47
variant_22907,633,934,1143,2008,2512
variant_22908,145,35,0,0,0
variant_22909,19,0,0,0,0
variant_22910,146,227,202,257,377
variant_22911,22,0,0,0,2
variant_22912,827,707,305,228,158
variant_22913,138,62,81,109,142
variant_22914,77,5,0,4,0
variant_22915,73,134,148,160,158
variant_22916,12,0,1,0,2
variant_22917,417,657,781,1163,1407
variant_22918,539,823,748,1106,1260
variant_22919,355,873,881,1386,1986
variant_22920,145,196,194,274,354
variant_22921,531,1123,1346,1865,2615
variant_22922,537,340,380,522,640
variant_22923,15,0,0,0,0
variant_22924,445,1017,964,1553,2034
variant_22925,41,29,16,26,43
variant_22926,120,65,27,21,10
variant_22927,132,124,75,66,51
variant_22928,28,8,3,21,9
variant_22929,351,839,957,1200,1768
variant_22930,33,0,0,0,1
variant_22931,25,0,0,0,0
variant_22932,109,22,31,55,67
variant_22933,626,416,207,230,179
variant_22934,142,39,9,5,12
variant_22935,700,746,526,596,554
variant_22936,592,1037,979,1248,1738
variant_22937,85,3,2,0,2
variant_22938,547,48,1,0,0
variant_22939,902,1915,1704,2434,2921
variant_22940,453,626,598,845,1051
variant_22941,353,424,385,536,705
variant_22942,270,129,70,37,29
variant_22943,772,584,380,523,511
variant_22944,11,0,0,0,0
variant_22945,304,526,608,825,926
variant_22946,589,445,198,210,190
variant_22947,291,453,293,342,624
variant_22948,118,0,0,0,0
variant_22949,77,8,0,0,0
variant_22950,817,50,1,0,5
variant_22951,27,0,0,0,0
variant_22952,11,2,0,2,0
variant_22953,963,289,91,51,44
variant_22954,213,51,20,9,3
variant_22955,353,105,25,10,3
variant_22956,568,57,11,1,2
variant_22957,280,5,0,3,0
variant_22958,144,2,0,0,0
variant_22959,485,363,249,232,198
variant_22960,655,796,659,904,916
variant_22961,41,2,1,1,1
variant_22962,140,30,7,15,9
variant_22963,96,0,1,1,5
variant_22964,180,201,80,58,26
variant_22965,21,2,0,5,3
variant_22966,1008,56,21,4,7
variant_22967,1008,1285,1017,1551,1906
variant_22968,137,409,386,514,674
variant_22969,35,4,0,0,0
variant_22970,235,93,58,80,52
variant_22971,811,1175,995,1187,1007
variant_22972,136,32,4,3,3
variant_22973,100,13,1,2,0
variant_22974,187,11,7,4,8
variant_22975,536,845,609,647,707
variant_22976,39,0,0,0,1
variant_22977,359,43,2,0,2
variant_22978,8,1,0,1,0
variant_22979,57,52,73,76,101
variant_22980,4,1,1,3,0
variant_22981,106,211,91,111,89
variant_22982,214,370,298,439,593
variant_22983,22,0,3,0,0
variant_22984,690,977,929,1516,1906
variant_22985,17,0,0,0,0
variant_22986,156,140,114,120,163
variant_22987,294,832,949,1288,2165
variant_22988,174,89,94,203,299
variant_22989,330,402,235,369,438
variant_22990,100,89,66,68,87
variant_22991,570,369,247,274,249
variant_22992,91,7,1,6,5
variant_22993,721,339,237,291,309
variant_22994,110,71,52,29,5
variant_22995,107,51,31,22,32
variant_22996,736,292,97,57,43
variant_22997,137,78,76,77,109
variant_22998,124,1,1,2,2
variant_22999,157,113,34,50,35
variant_23000,286,258,73,57,46
variant_23001,13,2,0,0,0
variant_23002,40,1,13,5,9
variant_23003,70,0,1,1,4
variant_23004,197,729,768,942,1207
variant_23005,713,1546,1306,1751,2550
variant_23006,153,239,321,347,443
variant_23007,369,44,3,3,4
variant_23008,799,178,49,38,13
variant_23009,195,314,309,430,727
variant_23010,28,0,0,0,0
variant_23011,633,992,969,1295,2145
variant_23012,603,258,97,96,68
variant_23013,789,1446,1703,2305,3454
variant_23014,1095,874,448,527,367
variant_23015,1090,424,120,89,65
variant_23016,755,1571,1638,2187,2894
variant_23017,1867,3033,2539,4059,5082
variant_23018,21,0,0,0,0
variant_23019,628,49,1,3,1
variant_23020,248,423,464,522,659
variant_23021,865,1188,832,999,1150
variant_23022,470,600,251,235,200
variant_23023,222,281,200,217,232
variant_23024,281,36,9,7,1
variant_23025,460,1091,820,1096,1248
variant_23026,88,8,8,11,4
variant_23027,776,116,21,25,11
variant_23028,290,100,38,29,26
